,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
31,Data Scientist,$71K-$110K (Glassdoor Est.),"Observable helps you use data to think. Observable lets anyone create magic notebooks — to explore and visualize data, to share code and ideas, to build applications, and much more. It’s not just a notebook; it’s a reactive, live program. You get immediate feedback to accelerate understanding. And above all, it’s a community of people helping each other to learn and discover. Let's turn data into insights, together.

As a data scientist, you will work on features critical to Observable’s users. Your expertise and experience will enable us to build features that help diverse user communities explore, analyze and visualize data using Observable. You will also work closely with the team to lead data science projects within the company. You will bring an enthusiasm to help make data science more approachable to the world.
What you will do
Drive cross functional data science projects from beginning to end: build relationships with teammates, frame and structure questions, collect and analyze data, research, prototype, build out data pipelines and models in production, and present methodology and key insights to stakeholders.
Develop comprehensive knowledge of Observable analytics and logging infrastructure.
Research and develop analysis, forecasting, and optimization methods to improve the quality of Observable's products, advocating for changes where needed.
Use a diverse set of techniques spanning machine learning and other forms of statistical modeling to solve important business and product problems.
Meet with and understand the data science tools and workflow of Observable users.
Recommend product features and work closely with Observable designers and developers.
What you will bring
Scientific rigor and statistical methods for the development and improvement of Observable's platform.
An appreciation for both quantitative and qualitative aspects of understanding end user behavior.
Experience using statistics and machine learning to solve complex problems.
Familiarity with data visualization (e.g. D3, Vega-lite), statistical software (e.g. R, Python) and database languages (e.g. SQL).
Degree in a quantitative discipline (e.g., Statistics, Operations Research, Bioinformatics, Economics, Computational Biology, Computer Science, Mathematics, Physics, Electrical Engineering, Industrial Engineering) or equivalent practical experience.
2-4 years of work experience in data analysis related field.
Versatility and willingness to learn new technologies on the job.
Ability to clearly communicate complex results to technical and non-technical audiences.
Join our team!
You may know our work from projects such as D3, CoffeeScript, and Backbone. We want to share our love of software by making programming easier to learn, by making visualizations easier to sketch, by making the runtime behavior of code easier to analyze, and by helping developers help each other.

Observable is built on open source, including React, Node.js, and PostgreSQL, as well as a number of our own open source libraries. We care deeply about user-centered design, from programming language and syntax design, to API construction, to the graphical user interface, to the final pass of visual polish.

We are looking for people who are compassionate advocates for developers and have the audacity to tackle some of development’s greatest challenges.",-1,Observable,"San Francisco, CA","San Francisco, CA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
32,NLP Engineer/Data Scientist,$71K-$110K (Glassdoor Est.),"About Crunchbase

Crunchbase helps the world discover and connect with the companies that matter. Our data platform is the foundation on top of which all these connections can be made - it not only powers the data at the heart of Crunchbase, but also hundreds of external sites and applications around the world. Our mission is to democratize the way innovators connect to opportunities, and over 50 million professionals-including entrepreneurs, investors, market researchers, and salespeople-trust Crunchbase to inform their business decisions.

We are hiring Data Engineers to join the Data Engineering team to help us build pipelines, tools, derive insights from the data we already have, as well as add more data from external sources to improve our platform.

Engineering at Crunchbase

The Crunchbase engineering team is a dynamic, fast-paced team that is committed to quickly delivering features, evaluating their performance, and iterating towards the product vision shared by the company.

We are organized in vertical teams that include cross-functional engineers as well as functional guildes aimed at working tightly with the product team to deliver high standards of code while iterating quickly on features.

We value open and honest communication and strive to build an environment where opinions and views can be shared and considered in an effort to reach the best decision.

Data Graph Team at Crunchbase

The Crunchbase Data Graph team is a brand-new team that will own and drives the vision of building a knowledge graph out of extensive amounts of unstructured data. It also includes the understanding of the data, categorizes the data, evaluates the data quality, extracts useful knowledge out of the data, and construct knowledge graph on top of the knowledge.",4.3,"CrunchBase
4.3","San Francisco, CA","San Francisco, CA",51 to 200 employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
33,Data Scientist,$71K-$110K (Glassdoor Est.),"At Viber we aim to delight audiences across the globe, we're constantly looking to innovate our product and develop new capabilities in order to define what is a fit for the next generation.

As a Data Scientist at Viber you are responsible for modelling complex problems, discovering insights and identifying opportunities. Some of our current projects are Spam Detection, Computer Vision, Inference, Natural Language, and Online Learning. We tackle a wide range of interesting problems at a very high scale (Terabytes of data / hour), and work with the newest state-of-the-art technologies.

With Viber's more than a billion registered users worldwide, you'll have nearly unlimited opportunities to work with interesting problems: high availability systems, great user experiences and many things in between. We're a small, focused team and you'll be a key decision maker in product and technology decisions that delight our users.

Responsibilities:
Building and prototyping algorithms and applications, from research to production, helping millions connect daily through Viber.
Develop algorithms to tackle important business problems that will make immediate business impact on Viber's KPIs
Utilize data mining and machine learning methods to extract insights and drive experience
Own and oversee large scale technical implementation for the Data and Machine learning algorithms
Requirements:
MS/PhD in a relevant technology field (Mathematics, Computer Science, Statistics, Applied Math, Econometrics)
5+ years of experience with an emphasis on quantitative research methods (Optimization, Computer Vision, Machine Learning, Natural Language, Data Mining)
Experience in presenting data-focused research to upper management
Strong mentorship and leadership skills with a proven industry track record collaborating with team members on delivering large scale software projects
Demonstrated ability to write clean and performant code in Scala/Java/Python utilizing Spark and the Hadoop ecosystem
Excellent communication skills with the ability to explain complex technical concepts to non-technical stakeholders
Highly self-motivated and able to operate with significant autonomy",3.8,"Viber
3.8","San Francisco, CA","Luxembourg, Luxembourg",201 to 500 employees,2010,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,-1
34,Data Scientist,$71K-$110K (Glassdoor Est.),"This role can be based out of Mountain View, CA or San Francisco, CA

Who is Mindstrong?

Mindstrong is a research-driven, consumer-focused mental healthcare company working to unlock a new virtual care model for delivering healthcare to people living with a serious mental illness (SMI) through innovations in measurement science, and care delivery. Our services are offered to people with an SMI through active partnerships with several nationwide health insurance payers.

As a Series C company, we have a blend of science, technology, and healthcare talent to help us unlock this paradigm-shifting approach, including the likes of National Institute for Mental Health, Stanford Center for Neurobiological Imaging, Uber, Facebook, Google, Apple, Oscar Health, and CMS.

We'd love to talk more!

What is the Data Scientist role?

We're looking for Data Scientists to join our growing team of people passionate about changing mental healthcare. In this role, you will work cross functionally and partner with engineers, product managers, data analysts, and the clinicians who directly deliver care to our Mindstrong members. You will lead projects that derive value from our extensive amount of data and will work on problems related to predicting and measuring mental health outcomes, optimizing our growth funnel, matching clinicians with patients, increasing the efficiency of clinical services, and making recommendations for impactful interventions. Our team works across the company to help influence decision-making, and your work will have a direct impact on our patient population.

What you'll be doing:
Become an expert in building healthcare critical machine learning applications that remap brain circuits from human-computer interaction patterns
Create highly scalable and adaptive online/streaming learning algorithms that impact the lives of millions of people daily
Help our business scale by optimizing our growth funnel and increasing the efficiency of clinical operations
Work with a high-performance engineering team to deploy these applications in a highly scalable and distributed infrastructure
Improve the quality and availability of care for millions of people around the world
Who you are:
You feel good about your work knowing that what you do will affect the lives of millions of people around the world
Eager to thrive in a startup environment
Strong communicator (oral and written)
A good person, highly ethical, and accepting of others
Your background and skills:
A strong developer; technical challenges of all types excite you
Interested in contributing your opinions and perspective to solve the challenges that our users face
Possess extensive end-to-end project experience using machine learning, deep learning, optimization, or causal inference to solve complex real-world problems. Have a proven track record of delivering impactful results and high quality work on tight schedules
Have experience using Python/R for data analysis, modeling, and writing production code
PhD (preferred) or MS in statistics, computer science, operations research, economics, mathematics, or related disciplines with an emphasis on both theory and application, OR equivalent experience
Competitive Benefits:
Medical, Dental, and Vision coverage
401k
10 paid holidays
Unlimited PTO
Fully stocked kitchen and catered lunches
Casual dress code
Telecommuting benefits
Join us in our journey to transform the future of brain health!

Mindstrong is proud to be an Equal Employment Opportunity employer that celebrates diversity. We are committed to providing equal employment opportunities to all employees and applicants. All individuals seeking employment at Mindstrong are considered without regard to race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, veteran status, gender identity, sexual orientation, or any other characteristic protected by federal, state, or local laws. This policy applies to all terms and conditions of employment. Mindstrong also strives for a safe and robust workplace and prohibits harassment of any kind. If you have a disability or special need that requires accommodation for interviewing, please let us know by emailing us at recruiting@mindstronghealth.com.",3.6,"Mindstrong
3.6","San Francisco, CA","Mountain View, CA",51 to 200 employees,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
35,Data Scientist,$71K-$110K (Glassdoor Est.),"About Upstart

Upstart is a leading AI lending platform partnering with banks to expand access to affordable credit. Forbes recently ranked Upstart #12 on its list of ""most promising AI companies in America."" Inc. Magazine also recognized Upstart as one of the Best Workplaces for 2020.

By leveraging Upstart's AI platform, Upstart-powered banks can have higher approval rates and lower loss rates, while simultaneously delivering the exceptional digital-first lending experience their customers demand. Upstart's patent-pending platform is the first to receive a no-action letter from the Consumer Financial Protection Bureau related to fair lending. Upstart is based in San Mateo, California and Columbus, Ohio.

Most Upstarters join us because they connect with our mission of enabling access to effortless credit based on true risk. If you are energized by the impact you can make at Upstart, we'd love to hear from you!

The Role

As a Data Scientist with Upstart, you will have a direct impact on our company's success. Our data science team consists of full-stack generalists as well as specialists in statistical modeling or machine learning. Because our challenges are so new, data scientists at Upstart need strong creative problem-solving skills and the technical background to implement solutions. Our research environment affords team members the opportunity to utilize a variety of statistical and machine learning methods with the freedom and encouragement to pursue alternative approaches to solving problems. Whether developing new products or identifying novel approaches to core models, we are continuously seeking the next big ideas to move our business forward.

Our current Data Scientists summarize some of their favorite aspects of our team as:
Collaborative, intelligent and open team
Mentorship, growth and friendship
Leaders committed to challenging and growing team members
Feeling safe asking for help when it's necessary; feeling trusted to get the job done when it's not
Hiring Profile
Strong academic credentials with a M.S. in Computer Science, Statistics, Data Science or a related field of study with a preference for Ph.D.
Comfort with programming (ideally in Python and R)
Rigorous quantitative background
Predictive modeling experience is preferred
Enthusiasm for and alignment with Upstart's mission and values
Strong sense of intellectual curiosity balanced with humility
Numerically-savvy with ability to operate at a speedy pace",4.0,"Upstart
4.0","San Mateo, CA","San Mateo, CA",201 to 500 employees,2012,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1
36,Data Scientist,$71K-$110K (Glassdoor Est.),"ABOUT ENVIEW

Enview creates a digital twin of the world in 3D to protect people and critical infrastructure. We solve one of the hardest problems in machine perception: the application of AI to nation-scale, 3D point clouds to virtualize the world in 3D. The proliferation of 3D sensors like LiDAR is enabling for markets such as Energy, National Security, Autonomous Logistics & Vehicles, and Smart Cities. However, the unstructured 3D data from these sensors can't be processed by traditional computer vision methods, forcing these markets to be bottlenecked by slow, expensive, and unscalable manual services. Enview has built the world's most scalable AI platform to enable rapid, automated classification of 3D point clouds, which enables digital twinning of the world in 3D at unprecedented speed and scale.

RESEARCH AT ENVIEW

Advances in compute capacity combined with the proliferation of cost-efficient LiDAR sensors enables Enview's Research Team to pioneer ideas in the complex field of unstructured 3D point cloud classification. Our research drives Enview's ability to meet the needs of users in the field, who rely on our mapping data and insights about the environment to conduct important tasks in a fast-changing world.

We put a premium on innovation and curiosity, with the Research Team on the vanguard of new capability development. We work with the engineering team to transition our work into Enview's product pipeline with large-scale computing and advanced visualizations. The Research Team reports directly to the CTO and is engaged in collaborations with teams across the company.

THE ROLE

As a Data Scientist, your work will drive Enview's ability to extract novel geospatial insights from unstructured customer data. Leveraging your expertise in analytics, you will evaluate new sensor data types for future product features, design algorithms capable of handling large unstructured 3D point clouds, and the frameworks to test and evaluate system performance.

YOU WILL:
Design algorithms to extract geospatial insights from a variety of data sources
Evaluate new sensor data types (hyperspectral, SAR, weather, IOT, etc) for inclusion in our product pipeline
Test frameworks for evaluating system/algorithm performance
Maintain insight into trends within the data science and related industries
Publish and present, formally or informally, on behalf of Enview
MINIMUM QUALIFICATIONS:
BS in engineering, computer science, or a related field
3+ years experience in data science or machine learning
Strong background in statistics and/or machine learning
Mastery of Python
Excellent communication skills
Rigorous analytical thinking
Priority on team excellence
PREFERRED QUALIFICATIONS:
MS or PhD in engineering, computer science, or a related field
5+ years experience in data science or machine learning
Proficiency with C++
Prior experience with cloud computing, AWS preferred
Prior experience with GIS
PERKS
Opportunity to play a foundational role at a well-funded startup with major clients and revenue
Work with people like yourselftalented and thoughtful; passionate about solving challenging problems
Unlimited vacation policy (we're serious about this - do great work, have fun and live life)
Full medical/vision/dental + 401K + commuter benefits",5.0,"Enview
5.0","San Francisco, CA","San Francisco, CA",1 to 50 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,₹100 to ₹500 million (INR),-1
37,Data Scientist,$71K-$110K (Glassdoor Est.),"Data Scientist


at Brightidea
San Francisco

The Role

We are seeking machine learning developers with natural language processing experience.

In general, we are looking for people who are self-motivated and passionate about the field of machine learning and the vast applications of it. These folks will have the ability to work with / understand / and build on top of an existing code base using their deep knowledge of various machine learning algorithms (e.g. neural networks, bayesian methods, etc).

Key responsibilities include, but not limited to:
Build on top of an existing text processing/classification system
Write, maintain, and develop python machine learning modules & repos
Run hyperparameter optimizations + collect, analyze, visualize, and present results
What You Need to Succeed
BS or MS in computer science, mathematics, physics or other hard science/engineering discipline
Programming in Python ~ 2+ years
Numpy, scipy, pandas, Jupyter, and scikit-learn background
Data visualization (e.g. matplotlib, seaborn, bokeh, mpld3, etc)
Ability to implement machine learning algorithms from scratch
Experience with full machine learning pipeline: from data preprocessing, to building/training various models, to hyperparameter optimization, testing, and visualization of results.
Background in deep learning preferred but not required
In Your Application Please Include
A past machine learning project you worked on in which highlights your skills, including: What tools/models did you use? What were some problems you encountered along the way, and how did you solve them?
What Brightidea Offers
Market competitive salary and significant equity in a well-funded, growing company
A chance to impact human creativity
Generous vacation and holidays
Top-notch benefits (healthcare, vision, dental, maternity, paternity, retirement)
A unique opportunity to use your leadership skills, experience, and contacts to build a team and shape the culture of the company.
An incredible team of fun, humble but brilliant co-workers
Background

Helping large companies innovate isn’t easy, but it is vital. Vital to creating new jobs, vital to igniting growth, vital to ensuring a safe, healthy and prosperous future for billions around the globe.

But, innovation at large companies is a mess. Employees often have lots of ideas to improve the business, but, with no formal process, their ideas go unheard, and they eventually give up trying to make a difference. Corporate innovation teams are expected to support a growing list of activities but have historically lacked strong tools designed for the job. Executives, despite having millions to invest, live in fear of disruption, and still have no idea where their “next big idea” will come from, or if it will come at all.

At Brightidea, we’ve built a software platform that’s solving these problems. We’ve been helping organizations be more efficient with the 1.5 trillion dollars invested in R&D annually.

Our Company & Culture

We are a tight-knit, entrepreneurial minded team of self-starters who show up every day with a singular mission: to create a world where the best ideas win. Our primary focus this year is to continue to add exceptionally talented and motivated individuals to the Brightidea team. We are ambitious, bold, highly-collaborative, focused, and we aim to win. We take a humble approach to changing the way corporate R&D teams run innovation challenges.

Anyone joining our company will have the opportunity to shape the culture and be an integral part of setting it up for long term success. If you identify with being humble, T-shaped, and relentlessly resourceful then this could be the perfect team for you to shine in.

Brightidea believes that everyone has the ability to make a difference and that a diverse team generates more innovation and bigger ideas. Just as our product invites organizations to crowd source innovation across their workforce, Brightidea is inclusive and does not discriminate. We accept everybody.",4.3,"Brightidea
4.3","San Francisco, CA","San Francisco, CA",51 to 200 employees,2000,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹1 to ₹5 billion (INR),-1
38,Data Scientist,$71K-$110K (Glassdoor Est.),"Greetings from Trovetechs!!!

Â

We have an immediate need for Data Scientist Role @ San Francisco, CA. Please find the below Job Description for your kind reference.

Â

Duration: Long term Contract

Experience: 8+ Years

Rate: DOE$/hr.

Â

Job Description:

1. Apply a deep understanding of technology innovation to solve complex. ambiguous, and novel problems.

2. Contribute to evolving multiple research pipelines

3. Implement new algorithms to enhance simulations and inference pipelines.

4. Enhance code efficiency through design, testing, and documentation,

5. Collaborate with other data science teams: Signal processing, deep learning and bioinformatics

6. Support the Statistical Modeling team discussions by demonstrating technology with compelling and clear communications
Experience with TensorFlow-Probability, or another probabilistic framework is a big plus.

8. Experience in genomics

9. Experience with cloud computing

10. Experience building robust, scalable software products.

11. Fluency with modern software engineering practices: version control, code reviews, automated testing, etc.

Â

If you are interested, please send us your updated resume along with best Time & Number to reach you ASAP.

Â

Thanks and look forward to working with you,",-1,Trovetechs Inc,"San Francisco, CA","Hillsborough, NJ",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
39,"Data Scientist, Forecasting",$71K-$110K (Glassdoor Est.),"Job Description
Job Summary

Geli is looking for an experienced Data Scientist with a strong software development background in Python to join a driven data analytics team. Your primary responsibility will be to lead the development of our time series forecasting models for solar and energy consumption using machine learning techniques. Our data analytics and cloud platforms use state-of-the-art technologies to set you up for success. As data science is at the core of Geli, you will have plenty of opportunities to contribute to the software development of our other energy storage products.

Role

You will work closely with software and analytics engineers focusing on these topics:
Lead the development of our time series forecasting algorithms, which includes:
Feature engineering
Prototyping new algorithms
Benchmarking performance across various load profiles
Integrating new forecasting algorithms into our production code base with robust test coverage
Collaborate with the rest of the team to assess how forecasts can be adjusted for various economic objectives.
Proactively identify opportunities within Geli that can benefit from data science analysis and present those findings.
Work collaboratively in a diverse environment. We commit to reaching better decisions by respecting opinions and working through disagreements.
Gain in depth experience in an exciting industry as you work with storage sizing, energy financial models, energy tariffs, storage controls & monitoring.
Growth Opportunity:

Geli’s engineering is a flat organization and you will directly report to the VP of Engineering.

There are opportunities to lead teams, projects and/or become a scrum master.

Your Profile

We are looking for a motivated self-starter that thrives in a dynamic start-up environment. A strong work ethic with excellent problem solving skills are equally important as being a team player who enjoys to learn and teach.

These skills will additionally help you to excel in the position:
BS or higher degree with 2+ years of relevant experience
Knowledge of machine learning algorithms (time series forecasting, clustering algorithms, probabilistic models, supervised and unsupervised learning)
Experience with time series analysis and forecasting (LSTM, ARIMA, GARCH)
Strong background in linear algebra and statistics
Advanced Python skills, as well as familiarity with pandas and scikit-learn
Software design experience and ability to write clean, maintainable and shippable production code
Bonus Points

Experience in some of these fields will give you a jump start:
PyTorch, Keras, Tensorflow
Training models on AWS
PostgreSQL, Redis
Slack, Bitbucket, Jira
Jenkins, Buildkite
Knowledge of Cloud, IoT technologies, and scalable platforms
As a member of the team you will have significant influence on the direction of our technology stack.

Benefits
Make a difference: join a group of people who are passionate about renewable energy
Have an impact: the company is still small enough that everyone’s contribution has a significant impact to the success of the company
Growth: leading international energy OEMs, developers and utilities trust us to modernize the trillion dollar energy industry with them and we need to grow to keep up with the demand
Casual working environment: there’s no need to dress up.
Competitive salary and equity compensation plan
401K with company matching
Medical, dental & vision insurance
Open vacation policy
Commuter reimbursement
Convenient SOMA location on Mission St in downtown San Francisco (short walk to Montgomery Street BART)
Diversity

We value the insights that a diverse team brings. We encourage applications from members of groups that have been traditionally underrepresented in tech. Geli is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, or national origin.

About Geli

Geli provides software and business solutions to design, automate, and manage energy storage systems. Geli’s suite of products creates an ecosystem where project developers, OEMs, financiers, and project operators can deploy advanced energy projects using a seamless hardware-agnostic platform.

Geli is a Series A company whose software actively manages megawatts of projects that are deployed around the world.

Powered by JazzHR",2.7,"Geli
2.7","San Francisco, CA","San Francisco, CA",1 to 50 employees,2011,Company - Private,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,-1
40,Data Scientist,$71K-$110K (Glassdoor Est.),"Descript is a new kind of audio/video creation tool, powerful enough for professionals, but easy enough to be accessible by the growing community of new media creatives. Our vision is to build the next-generation platform to enable easy and fast creation of audio and video content powered by cutting-edge AI.

As the first Data Scientist in the company, you'll be responsible for creating and executing a strategy to build a strong data-centric culture advocating for best-in-class tools and processes as well as influence key business decisions via quantitive insights.

If you love the idea of being one of the first people at a small, growing startup, working closely with the CEO and the rest of the team to lay the foundation upon which the company grows, powering through ambiguity and limited resources - armed only with autonomy and a lot of different hats to wear - and if you're passionate about audio/video content, this may be the job for you.

Responsibilities:
Mine user behavior data to extract insights related to products and user experience
Build dashboards and reports to deliver insights to product and business owners
Provide inputs and requirements for the evolution of our event analytics system
Work with product management on feature launches, measurement, A/B testing and related requirements

Requirements:
BS (or higher, e.g., MS, or PhD) in Computer Science, Statistics, Applied Mathematics, or related areas
3+ years of experience doing quantitative analysis
Expertise in at least one programming language for data analysis (e.g. Python, R).
Expertise in designing and testing experiments.
Strong communication and collaboration skills
Self-aware of strengths and seeking to constantly learn and improve

Descript is building the next generation platform for creative tools, making audio and video creation as fast, accessible, and collaborative as Google Docs. We are a team of 24 - predominantly engineers, product designers, and AI researchers - with a proven C.E.O. and the backing of some of the world's greatest investors (Andreessen Horowitz, Redpoint Ventures). Our headquarters is in San Francisco, and our A.I. research team, Lyrebird, is based in Montreal.

Descript is the special company that's in possession of both product market fit and the raw materials (passionate user community, great product, large market) for growth, but is still early enough that each new employee has a measurable influence on the direction of the company. We rely on self starters who do their best work when given the freedom to translate the company's high level goals into their day-to-day priorities.",4.3,"Descript
4.3","San Francisco, CA","Houston, TX",1 to 50 employees,-1,Company - Private,-1,-1,₹50 to ₹100 million (INR),-1
41,"Data Scientist, Decisions",$71K-$110K (Glassdoor Est.),"At Lyft, our mission is to improve people's lives with the world's best transportation. To do this, we start with our own community by creating an open, inclusive, and diverse organization.

Data Science is at the heart of Lyft's products and decision-making. As a member of the Science team, you will work in a dynamic environment, where we embrace moving quickly to build the world's best transportation. Data Scientists take on a variety of problems ranging from shaping critical business decisions to building algorithms that power our internal and external products. We're looking for passionate, driven Data Scientists to take on some of the most interesting and impactful problems in ridesharing.

As a Data Scientist, Decisions, you will leverage data and rigorous, analytical thinking to shape the company's product and business decisions. You will identify and scope opportunities, shape priorities, recommend solutions, design experiments, and measure impact. You will bring a quantitative mindset to decision-making in partnership with product, business, and operations stakeholders throughout the organization.

You will report to a Data Science Manager.

Responsibilities:
Leverage data and analytic frameworks to identify opportunities for growth and efficiency
Partner with product managers, engineers, marketers, designers, and operators to translate data insights into decisions and action
Design and analyze experiments; communicate results and act on launch decisions
Develop analytical frameworks to monitor business and product performance
Establish metrics that measure the health of our products, as well as rider and driver experience
Experience:


Degree in a quantitative field such as statistics, economics, applied math, operations research or engineering. Advanced degrees are preferred
3+ years of industry experience in a data science or analytics role
Proficiency in SQL - able to write structured and efficient queries on large data sets
Experience in programming, especially with data science and visualization libraries in Python or R
Strong oral and written communication skills, and ability to collaborate with and influence cross-functional partners
Benefits:


Great medical, dental, and vision insurance options
In addition to 11 observed holidays, salaried team members have unlimited paid time off, hourly team members have 15 days paid time off
401(k) plan to help save for your future
18 weeks of paid parental leave. Biological, adoptive, and foster parents are all eligible
Pre-tax commuter benefits
Lyft Pink - Lyft team members get an exclusive opportunity to test new benefits of our Ridership Program
Lyft is an Equal Employment Opportunity employer that proudly pursues and hires a diverse workforce. Lyft does not make hiring or employment decisions on the basis of race, color, religion or religious belief, ethnic or national origin, nationality, sex, gender, gender-identity, sexual orientation, disability, age, military or veteran status, or any other basis protected by applicable local, state, or federal laws or prohibited by Company policy. Lyft also strives for a healthy and safe workplace and strictly prohibits harassment of any kind. Pursuant to the San Francisco Fair Chance Ordinance and other similar state laws and local ordinances, and its internal policy, Lyft will also consider for employment qualified applicants with arrest and conviction records.",3.6,"Lyft
3.6","San Francisco, CA","San Francisco, CA",5001 to 10000 employees,2012,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
42,Data Scientist - Nationwide Opportunities,$71K-$110K (Glassdoor Est.),"Want to help the largest global enterprises derive business value through the adoption of Artificial Intelligence (AI) and Machine Learning (ML)? Excited by using massive amounts of disparate data to develop ML models? Eager to learn to apply ML to a diverse array of enterprise use cases? Thrilled to be a part of Amazon who has been pioneering and shaping the worlds AI/ML technology for decades?

At Amazon Web Services (AWS), we are helping large enterprises build ML models on the AWS Cloud. We are applying predictive technology to large volumes of data and against a wide spectrum of problems. AWS Professional Services works together with AWS customers to address their business needs using AI solutions.

AWS Professional Services is a unique consulting team. We pride ourselves on being customer obsessed and highly focused on the AI enablement of our customers. If you have experience with AI, including building ML models, wed like to have you join our team. You will get to work with an innovative company, with great teammates, and have a lot of fun helping our customers. A successful candidate will be a person who enjoys diving deep into data, doing analysis, discovering root causes, and designing long-term solutions.

This is a customer-facing role and you will be required to travel to client locations and deliver professional services as needed.

Major responsibilities include:
• Assist customers by being able to deliver a ML project from beginning to end, including understanding the business need, aggregating data, exploring data, building & validating predictive models, and deploying completed models with concept-drift monitoring and retraining to deliver business impact to the organization
• Use AWS AI services (e.g., Personalize), ML platforms (SageMaker), and frameworks (e.g., MXNet, TensorFlow, PyTorch, SparkML, scikit-learn) to help our customers build ML models
• Research and implement novel ML approaches, including hardware optimizations on platforms such as AWS Inferentia
• Work with our other Professional Services consultants (Big Data, IoT, HPC) to analyze, extract, normalize, and label relevant data, and with our Professional Services engineers to operationalize customers models after they are prototyped



Basic Qualifications

· · Bachelors degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent professional or military experience
· Experience with ML fields, e.g., natural language processing, computer vision, statistical learning theory
· 4+ years of industry experience in predictive modeling, data science, and analysis
· Experience in an ML engineer or data scientist role building ML models
· Experience writing code in Python, R, Scala, Java, C++ with documentation for reproducibility
· Experience handling terabyte size datasets, diving into data to discover hidden patterns, using data visualization tools, writing SQL, and working with GPUs to develop models
· Experience writing and speaking about technical concepts to business, technical, and lay audiences and giving data-driven presentations



Preferred Qualifications

·
· • Maters degree of PhD in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.)
· Ability to develop strategic, baselined, data modeling processes; ability to accurately determine cause-and-effect relationships.
· • Publications or presentations in recognized ML journals or conferences
· • Deep technical skills, consulting experience, and business savvy to interface with all levels and disciplines within our customers organization
· • Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment
·
· Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.
·
· Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.
·",3.9,"Amazon
3.9","San Francisco, CA","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,₹500+ billion (INR),"Google, Microsoft, Walmart"
