,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
66,Data Scientist – Machine Learning,$86K-$143K (Glassdoor Est.),"We are now looking for an AI Data Scientist.

We are looking for a Data Scientist with experience in Machine Learning (ML), Deep Learning (DL), and Data Science technologies. As part of our Solutions Architecture team, we work with the most exciting computing hardware and software, driving the latest breakthroughs in deep learning and artificial intelligence. This role offers an excellent opportunity to expand your career in the rapidly growing field of artificial intelligence while empowering the world's most successful companies.

What you’ll be doing:
Develop and demonstrate solutions based on NVIDIA’s state-of-the-art ML/DL, data science software and hardware technologies to customers.
Perform in-depth analysis and optimization to ensure the best performance on GPU architecture systems.
Work directly with key customers to understand their technology and provide the best solutions.
Partner with Engineering, Product and Sales teams to secure design wins at customers.
Enable development and growth of product features through customer feedback and proof-of-concept evaluations.
Build industry expertise and become a contributor in integrating NVIDIA technology into Enterprise Computing architectures. Work closely with customer's data science, ML/DL developers and IT teams.
What we need to see:
BS/MS/PhD in Computer Science, Data Science, Electrical/Computer Engineering, Physics, Mathematics, other Engineering fields.
3+ years work or research experience with Python, C++ software development.
You have experience with ML/DL algorithms, data science technologies with frameworks such as TensorFlow, PyTorch, Keras, XGboost, Scikit-learn, Spark.
You are excited to work with multiple levels and teams across organizations (Engineering, Product, Sales and Marketing team).
Good verbal, written communication, and technical presentation skills.
You are a self-starter with attitude for growth, passion for continuous learning and sharing findings across the team.
Ways to stand out from the crowd:
Skilled in developing solutions on public cloud computing clusters, training and deploying ML/DL models at scale.
Experience with DevOps technologies such as Docker/containers, Kubernetes, data center or cloud (AWS, GCP, Azure) deployments.
Development background with NVIDIA software libraries and GPUs.
Work experience at internet companies or startups developing/supporting computer vision, NLP, or data analytics technologies.
Willingness and ability to dive into unfamiliar territories to address complex problems.
We make extensive use of conferencing tools, but occasional travel is required for local on-site visit with customers and data science conferences.
With highly competitive salaries, a comprehensive benefits package, and an excellent engineering work culture NVIDIA is widely considered to be one of the technology industry's most desirable employers. We have some of the most innovative people working on important problems that are defining the field of ML/DL, data science, robotics, and graphics. Join us in this exciting endeavor!

NVIDIA is committed to fostering a diverse work environment and proud to be an equal opportunity employer. As we highly value diversity in our current and future employees, we do not discriminate (including in our hiring and promotion practices) on the basis of race, religion, color, national origin, gender, gender expression , sexual orientation, age, marital status, veteran status, disability status or any other characteristic protected by law.#deeplearning",4.6,"NVIDIA
4.6","Santa Clara, CA","Santa Clara, CA",10000+ employees,1993,Company - Public,Computer Hardware & Software,Information Technology,₹500+ billion (INR),-1
67,"Data Scientist II, Product Analytics",$86K-$143K (Glassdoor Est.),"The Opportunity


At Livongo, data is at the heart of our culture of innovation. We're looking for a Data Science analytics team member to collaborate with Product Management and Marketing as we work toward optimizing our UX and messaging.

As a Data Scientist, Product Analytics your main focus will be to measure member experience and guide product decisions, ultimately making Livongo's products more valuable, delightful and intuitive to our Members. We're looking for someone with at least 2 years of experience in Data Analytics. In addition to technical data science skills, core competencies such as collaboration, decision-making, communication and flexibility will be key to your success.

This role offers the challenge and excitement of converting data analysis into real-life benefits. Come help us break new ground, while measurably improving lives and saving millions in healthcare costs.

Responsibilities
Provide insights about our products and member experience to inform Product teams for roadmap and feature decisions
Conduct exploratory analysis and develop statistical models to answer key product usage and engagement questions
Help Product and Marketing teams use experimentation (A/B testing) and cohorting to test assumptions and launch new marketing campaigns, features and product releases
Partner with Product teams to define and benchmark metrics for new features launches and initiatives and help create a culture of measurement
Candidate Profile
2+ years of work experience in product/data analytics or a related discipline
Data science experience (SQL, Python, R) and familiarity with managing large data sets
A general knowledge of machine learning approaches is a plus.
The ability to collaborate and communicate with Product Managers and help them craft hypotheses, and define and measure KPIs
Confidence working with ambiguity, unknown variables, and missing context (and the ability to find ways to bridge those gaps when necessary)
A self-starter approach, with strong motivation and drive for excellence
BS degree in Engineering, Computer Science or a related filed in lieu of degree, relevant work experience and/or trade school
Why Join Livongo?


The Transformative Name in Healthcare: The transformative industry forces in Community, Content and Commerce are now household names. As Amazon is to Commerce, Livongo is to Healthcare. With our Applied Health Signals engine, AI+AI, we've transformed how care is delivered.

Our Work Truly Matters: Livongo's proprietary, consumer-first technology is revolutionizing the experience of living with a chronic health condition. Our data-driven digital health engine enables our Members to seamlessly manage multiple health conditions on one empowering platform. We use smart, connected devices, personalized digital guidance, and 24x7x365 access to health professionals to make it easier for people to stay healthier.

Make an Impact: Do you want to accomplish something meaningful? To create results that matter? Livongo's innovative solution produces industry-leading member satisfaction, measurable clinical outcomes and proven healthcare costs savings. Here you can truly improve lives.

The Largest Digital Health IPO in History: We are at a milestone period in our history. On July 25, 2019 we took our company public, in order to elevate and expand the way the industry views us, thus ushering us into a whole new set of mission-critical conversations that will help us accomplish the work still to be done. As we reach new levels of achievement, we accelerate our ability to deliver life-changing services.

Focus on PEOPLE: Livongo has been voted one of the Best Places to Work in healthcare, by Fortune Magazine and Best Place to Work! Talented, passionate individuals make the difference, in this fast-moving, collaborative and inspiring environment.

Diversity and Inclusion: At Livongo we believe that personal and professional diversity is the key to innovation. We hire based solely on your strengths and qualifications, and the way in which those strengths can directly contribute to your success in your new position.

Growth and Innovation: We've already made healthcare history, yet we remain on the threshold of very big things. Leading the industry with our Applied Health Signals category, we have cracked the code to transforming healthcare. Come grow with us and support our mission to make a tangible difference in the lives of our Members.

See photos, watch videos and learn more about Livongo: follow us on Glassdoor.

#LivongoIPO #appliedhealthsignals

As an Equal Opportunity Employer, we never have and never will discriminate against any job candidate or employee due to age, race, religion, color, ethnicity, national origin, gender, gender identity/expression, sexual orientation, membership in an employee organization, medical condition, family history, genetic information, veteran status, marital status, parental status or pregnancy (including breastfeeding we have a mother's room in both our offices). In our innovative and inclusive workplace, we prohibit discrimination and harassment of any kind.",4.3,"Livongo
4.3","Mountain View, CA","Mountain View, CA",501 to 1000 employees,2014,Company - Public,Healthcare Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1
68,Data Scientist,$86K-$143K (Glassdoor Est.),"Entefy’s Senior Data Scientist is a highly visible position both internally and externally. Join the intelligence revolution, where we can push the state-of-the-art boundaries of data science. This is where deep experience and multi-dimensional insights intersect with an amazing opportunity to shape the future of productivity for people everywhere.

Skills and Experience:

We’re not looking for “good.” Entefy is on a mission to find exceptional talent. The success of our mission depends on our team’s ability to be creatively analytical, insatiably curious, and absolutely fearless in tackling big challenges.
Requirements
Master's degree in Computer Science, Mathematics, Statistics, Engineering, or a compatible field. PhD is preferred.
3+ years of applicable work experience.
Demonstrable proficiency in Python, Scala, SQL, or R.
Strong data visualization and reporting skills.
Proven track record delivering high-value, advanced analytics.
Experience leading the work of other data scientists or analysts is preferred.
World-class ability to extract and communicate insights from real-world datasets.
Startup agility and versatility.
Visit www.entefy.com and www.blog.entefy.com.",4.3,"Entefy
4.3","Palo Alto, CA","Palo Alto, CA",1 to 50 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
69,Data Scientist - Map Metrics,$86K-$143K (Glassdoor Est.),"Posted: Mar 27, 2020
Weekly Hours: 40
Role Number:
200157228
Apple Maps is changing, and data is in the driver’s seat. Our mission is to build the best map in the world. We work in a dynamic data-focused environment where Data Scientists are given runway to own big projects and drive impact across the Maps organization. We are looking for a talented, experienced Data Scientist to join our cross-functional team, focusing on the deep evaluation of Maps services and features. We work directly with the Engineering and Product teams responsible for search, routing, recommendation, and other algorithms that impact our millions of users every single day. Our day-to-day work crosses many functional areas, including experiment design, AB testing, exploratory data analysis, generative analytics, data mining, and more.
Key Qualifications
You have 4+ years experience with data analysis at web scale.
You're experienced with at least one programming/scripting language (e.g., Python, Scala, Java).
Your background includes at least one database language (e.g., SQL).
You have strong communication and presentation skills.
Nice-to-have Experience
Experieince writing Scala for automating analytic tasks at scale.
You bring background in AB testing.
You have prior industry experience with large data sets using technologies like Hadoop, Hive, and Spark.
You have proven experience in information retrieval.
Domain-specific knowledge of the mapping/transportation industry.
Description
You'll build data products (datasets, analyses, models, etc.) and tools (typically in Python or Scala) to drive hypothesis generation and support collaborative decision-making with our partner teams in engineering and product management.
Create and validate actionable metrics, at both the component level and to measure overall user engagement.
Design effective experiments for evaluating complex data and machine learning-based systems.
Develop models and analyses to mine large volume of data, extract insights, and recommend opportunities for product improvements.
Automate analyses and pipelines via SQL and Python/Scala-based ETL frameworks.
Communicate insights to partner teams to influence product direction with data.
Use data intuition to translate hard product goals and business problems into solvable data science problems.
Help to guide junior data scientists.
Education & Experience
PhD in Computer Science, Statistics, Physics, Operations Research, or similar quantitative domain; (will consider MS with significant related experience).",4.1,"Apple
4.1","Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,₹500+ billion (INR),"Google, Microsoft, Samsung Electronics"
70,Data Scientist (Ad Operations),$86K-$143K (Glassdoor Est.),"Job Description
Moloco is a marketing technology company that is growing rapidly. We are helping companies market their mobile apps through our programmatic solution that utilizes data mining, lookalike targeting and machine learning optimization. We’re in a hypergrowth stage both in technology and business and looking for an Ad Operations Analyst to provide operational support and data analytics.

Responsibilities
Working cross-functionally to support campaign management and communication.
Data analysis: analyzing and visualizing data from lots of mobile apps to provide insights to existing and future campaigns using standard tools including SQL and charting libraries.
Data validation: verifying the first party data we obtain from ad exchange and the third party mobile app tracking solutions so that our campaign models get trained with accurate data.
Campaign optimization: engaging in the lifecycle of campaigns from building the initial lookalike model, monitoring daily performance, and advancing machine learning models.

Qualifications
Strong analytical and problem-solving skills required.
Great communication skills required.
Bachelor’s degree in data related field required.
Experience in SQL or other data analytics language preferred.
Ability to multi-task and manage multiple projects at a time while paying attention to detail.
Fast learner and self-initiative personality.",4.4,"Moloco, Inc.
4.4","Redwood City, CA","Los Altos, CA",1 to 50 employees,-1,Company - Private,-1,-1,₹100 to ₹500 million (INR),-1
71,Data Scientist,$86K-$143K (Glassdoor Est.),"Who You Are


You are a full-stack data scientist, an experienced quantitative thinker who wants to develop further as both a data scientist and an engineer. You are skilled at finding the precise mathematical kernels of real-world problems and want to bring that talent to bear on the business questions facing the world's leading companies. You are excited to apply your existing expertise in fields such as statistics and computer science on Quantifind's state-of-the-art infrastructure. You are excited to work at a startup where you will have a chance to expand your scientific and engineering skills to new areas. You share Quantifind's commitment to winning together, and are eager to see your coworkers build on the technical foundations you will be creating. You are passionate about maintaining the high scientific and engineering standards required to enable your peers. Above all, you are a curious and independent problem solver who is motivated to find a place where your skills can have real impact.

Who We Are


Quantifind is a uniquely positioned data science and human insights company. In our primary application, we offer marketing decision-makers Explanatory Analytics that help them better understand their customers' interests and priorities. We are currently building out a new vertical aimed at financial crimes risk management including anti-money laundering (AML) and fraud detection. Our advantage is existing science, engineering, and SaaS product capabilities that align very well with the technology needs.

To help you succeed, we provide a supportive environment that fosters collaboration between teams and team members, where learning and professional growth is considered a key part of your success, and of ours. We offer a flexible work environment with a family-friendly work-life balance, catered lunches three times a week, and fun team activities to keep you healthy, happy, and stress-free.

What A Great Candidate Looks Like:
MS or higher in the following areas: Statistics and Mathematics
At least 2 years of professional industry experience, in addition to your academic experience
Outstanding quantitative analytical ability
Able to take less than precise business requirements and translate them into statistical problems which you enjoy solving
Independent and creative approach to problem solving
Excellent written and verbal communication skills, with prior experience explaining assumptions, conclusions and methodology to both internal and external customers
In-depth knowledge of Statistics/Probability/Machine Learning
General Statistical concepts such as hypothesis testing, estimation, inference
Supervised and unsupervised statistical techniques such as regression (linear / logistic), time series analysis, clustering
Machine Learning foundations such as bias/variance trade-off, regularization, dimension reduction
Real world experience with popular machine Learning algorithms such as Random Forest, Boosting, SVMs
Experience with unstructured text data using NLP methods such as Latent Dirichlet Allocation (LDA), Latent Semantic Analysis (LSA), Sentiment Models, Word Embeddings, Text Similarity, Entity extraction is a strong plus
Strong programming experience in two or more of the following: Scala/Java, R, Python
Understanding of algorithm complexity and performance implications
Knowledge of data structures and algorithms
Experience with SQL
Familiarity with R Shiny framework is a plus
The Opportunity We Offer


Quantifind is seeking to fill a Full-Stack Data Scientist position in Menlo Park, CA on our Data Science team. We work closely with the Product Management team and Platform engineers to anticipate company needs and quickly put state-of-the-art mathematical tools into the hands of end users. Members of the Data Science team translate real world problems into quantitative language, find or create algorithms to solve those problems, and implement them in code. Our team values a creative and empathetic approach to problem solving and strives to maintain rigorous scientific and engineering standards. We will give you the opportunity to work on the full data science pipeline, bringing solutions from basic research all the way to production.

We are an equal opportunity employer. We pride ourselves on living our values. We are curious. We respect each other. We are proactively transparent. We relentlessly solve problems. We win together.

Will you join us? Apply now!",4.3,"Quantifind
4.3","Menlo Park, CA","Menlo Park, CA",51 to 200 employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
72,Data Scientist,$86K-$143K (Glassdoor Est.),"Monark

Monark is leveraging distributed, connected sensing to vastly improve weather forecasting and the sustainability of commercial aviation. To make weather and climate knowledge usable and applicable to Airbus products Monark combines Airbus's product and market knowledge to build actionable data insights that improve strategic decisions across the company and for the aviation industry.

You are an explorer of obscure data sets. Your role as a Data Scientist will be in the core of an Engineering team that not only builds meaningful data analytics tools but also makes these available to a broad user spectrum.

You will need to understand and help to build the analytics framework and business case the project is based on and advocate industrial and scalable development standards. You will work user centric and agile, reacting to business needs as they evolve. At the same time you will facilitate the transition of business-proven data products into deployable customer solutions.

In the core of the activity you will be responsible for the implementation of algorithms that enable understanding of weather data to improve the speed and quality of Airbus services and product design.

The day-to-day specifics of the job involve a mixture of design, analytical, and execution skills. In order to be successful, you must navigate everything from ideation over prototype into a product.

Data Scientist

Sunnyvale, CA

The Opportunity

As a production based Data Scientist, you will report directly to the Director of Strategic Insights of Monark and be responsible for:
Initial role will be to migrate pre-existing software functions and make them available through Monark's weather analytics framework
Developing bespoke analytics functionality based on the arising customer needs and strategic targets of the Monark analytics work stream
Proactively manage interactions with external contracting partners as well as internal stakeholders
Support API development on varying levels of the architectural analytics layers and in alignment with external data platforms
Cooperative data science work with other Data Scientists and external groups
Proactive approach towards highly efficient and product ready software implementation.
Participation in code and architecture reviews as required
Interfacing with external partners and suppliers supporting development of our analysis capabilities
Close collaboration with partners across the wider Airbus group to quickly establish Proof of Concepts to resolve operational Use Cases
Implementing tests to validate results
Analyze data, develop reports and metrics, and extract insights from our data that will allow our teams and decision makers across Airbus to make better and more informed decisions
Understand nuances and structures of available data tables, and how those nuances impact our metric definitions
Condensing data and analytics results into easily comprehensible format that communicates clearly to a nontechnical audience
We expect that you will have:
An advanced degree in Computer Science, Statistics, Engineering, Mathematics or a related field
production based experience
A demonstrated track record in developing algorithms for data analysis or machine learning using R, TensorFlow, Matlab or another common framework
Prior experience in preparing data for analysis, building predictive models, and
expertise in Python, Java, or C/C++
Drive and curiosity to research new modeling & analysis techniques and suggest improvements to the team
Experience with workflow managers and data pipelining tools (eg: Airflow)
Experience with big data processing and storage tools (Apache Spark, Hadoop)
Familiarity with deployment methods such as docker, kubernetes
Experience in building deep learning models is beneficial
Familiar and experienced with data analytics in larger, product-grade analytics frameworks
Familiarity with analytics architectures and methods to bring products to scale
Ability to document and communicate your work
Software development experience in a production environment
Some expertise in the field of numerical meteorology
Some expertise in aviation, specifically towards flight performance modeling, flight envelope restrictions and numerical simulation
Passion for increasing the productivity and building the team spirit of an engineering team
Ability to work under pressure to meet sometimes aggressive deadlines
Interest in aviation is a must, a background in aviation is a plus
A little bit of a mad scientist mentality
Interest in weather is a must, some background in meteorology is a plus
Benefits
Daily lunch and snacks, happy hours; social outings
Exceptional PPO medical, dental and vision benefits 100% covered for employee and their family/dependents
Generous PTO of 5 weeks (25 days) in addition to 10 national holidays
Tuition reimbursement for professional development or $15,750 for flight training
3 months paid parental leave from Day 1
Employee discounts through Airbus Tickets @Work, gym subsidy and more
Founded in 2015, Acubed is the Silicon Valley innovation center of Airbus. As a global leader in aerospace, Airbus aims to make things fly. Our mission is to provide a lens into the future for the industry, transforming risk into opportunity to build the future of flight now.

At Acubed, we strive to propel innovation to market faster, broaden the talent pool in emerging aerospace careers and simultaneously help drive a culture change across Airbus.

We're a project-focused operation that employs the brightest minds to work at speed in order to help Airbus deliver impact at global scale. Our passion is to execute high-impact projects and foster technology partnerships that enable us to meet our ambitious objectives. #ComeFlyWithUs!

A³ by Airbus is an equal opportunity employer in every category. The data is incontrovertible that diversity leads to better teams, better performance, and better results. Consequently, we actively seek candidates of all genders, backgrounds, and experiences.",3.1,"Acubed
3.1","Sunnyvale, CA","Sunnyvale, CA",51 to 200 employees,-1,Company - Public,Aerospace & Defence,Aerospace & Defence,Unknown / Non-Applicable,-1
73,"Data Scientist, Applied Machine Learning - Bay Area",$86K-$143K (Glassdoor Est.),"Passionate about precision medicine and advancing the healthcare industry?

Recent advancements in underlying technology have finally made it possible for AI to impact clinical care in a meaningful way. Tempus' proprietary platform connects an entire ecosystem of real-world evidence to deliver real-time, actionable insights to physicians, providing critical information about the right treatments for the right patients, at the right time.

We are looking for data scientists who are passionate about applying state of the art techniques to the processing and analysis of vast amounts of clinical, molecular, and imaging data.

What You'll Do
Collaborate with product, science, engineering, and business development teams to build the most advanced data platform in precision medicine
Design and prototype novel data visualization and analysis tools and algorithms
Wrangle and analyze large diverse sparse datasets, extract insights, and drive further research opportunities
Interrogate analytical results for robustness, validity, and out of sample stability
Document, summarize, and present your findings to a group of peers and stakeholders
Qualifications
Degree in computer science, software engineering, statistics, machine learning, bioinformatics or related technical field
2+ years full time employment experience building and validating predictive models on structured or unstructured data
Proficient in Python, and SQL
Experience with the following: Pandas, NumPy, SciPy, Scikit-learn, Jupyter Notebooks
Experience with supervised and unsupervised machine learning algorithms, and ensemble methods, such as: K-Means, PCA, Regression, Neural Networks, Decision Trees, Gradient Boosting
Experience working in a Linux / Mac environment
Outstanding programming and problem solving skills
Self-driven and work well in an interdisciplinary team with minimal direction
A strong desire to understand why things work the way they do
Thrive in a fast-paced environment and willing to shift priorities seamlessly
Experience with communicating insights and presenting concepts to diverse audiences
Nice to Haves
Kaggle.com competitions and/or kernels track record
Experience working with clinical and/or genomic data
Experience with AWS architecture
Experience with: Git, matplotlib, seaborn, HTML5, CSS3, JavaScript, D3, Plot.ly, Flask, Dask
Experience in agile environments and comfort with quick iterations",3.0,"Tempus Labs
3.0","Redwood City, CA","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
74,NLP Data Scientist,$86K-$143K (Glassdoor Est.),"There are many examples of disruption in the consumer space – Uber disrupting the cab industry, Airbnb disrupting the hospitality industry and so on; but have you wondered who is disrupting support and operations? AISERA helps make businesses and customers successful by offering consumer-like user experience for support and operations. We have built the world’s first AISM solution for IT, HR, Customer Service, Facilities, and IT/Cloud Operations. With AISERA, organizations can provide a personalized and proactive experience for users by automating the resolution of tasks and actions.

The ideal candidate will have experience in several of the following areas:
Experience in designing and developing software and algorithms for natural language processing and conversational AI.
Experience Development and implementation of novel methods for data extraction from free text data, including named entity recognition, relation extraction, part of speech tagging, etc.
Experience coding and debugging deep learning neural networks for text processing in PyTorch, Keras and/or TensorFlow using Python
Experience in building large-scale NLP systems from researching a prototype to production
Experience in Development and implementation of methods for topic modeling, document clustering and text summarization.
Experience with the key open source software resources in these domains.
Strong communication and writing skills in English are essential.
The ideal candidate will have a proven track record of scientific publication in the fields of machine learning, deep learning, and/or natural language processing.
Must be eligible to work in the U.S.
Education / Experience:

3 - 5 years Experience with a Masters or PhD in Computer Science, Natural Language Processing, Computational Linguistics, Statistics, Mathematics or related discipline.",4.5,"Aisera
4.5","Palo Alto, CA","Palo Alto, CA",51 to 200 employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
75,Data Scientist,$86K-$143K (Glassdoor Est.),"Data Scientist
Mountain ViewR&DExperienced
Responsibilities
Are you ready to take your career to the next level with a move to a fast-paced, audacious company and massive impact to the business productivity and collaboration space using the latest technologies? If yes, this is an opportunity of a lifetime!

What you'll do:
Team up with engineers to design learning solutions.
Develop processes and tools to monitor and analyze model performance and data accuracy.
Develop company A/B testing framework and test model quality.
Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.
Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Create custom data models and algorithms to apply to data sets.
Coordinate with different functional teams to implement models and monitor outcomes.
Partner with international stakeholders in different time zones
Qualifications
- BS degree in Computer Science, Computer Engineering, Electrical Engineering or other relevant majors with 2+ years of work experience
2+ years of industry experience in predictive analytics and/or statistical modeling role
Ability to think critically and to formulate solutions to problems in a clear, concise and timely manner
Experience building data science models (Regression, Decision Trees, K-Means, etc.)
Experience with large data sets and analytical tools (e.g. Hive, Spark)
Proficiency in scripting languages (SQL, Python, R, etc.)
Experience working with international partners in different time zones
Apply
Share to",3.9,"ByteDance
3.9","Mountain View, CA","Beijing, China",10000+ employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
76,Senior Data Scientist – Marketing Analytics,$86K-$143K (Glassdoor Est.),"Zoom is an award-winning workplace. We have been recognized by Comparably as #1 CEO, Company Happiness, Benefits, Compensation, Diversity, and more! Not to mention we’ve been awarded by Glassdoor as the 2nd Best US workplace & Best Large Company US CEO in 2018, Wealthfront, and Business Insider. Our culture focuses on delivering happiness, our commitment to transparency, and the tangible benefits we provide our employees and our customers.

The Data Science team lies at the foundation of Zoom’s success. We are looking for an senior data scientist with extensive domain experience to take ownership and help us scale our marketing and e-commerce analytics to drive insights and communicate complex ideas crispy. By partnering with marketing leaders you will help scale Zoom’s e-commerce and freemium insights business in a period of hyper growth and international expansion and you'll be working cross-functionally with teams of Product Engineers , Data Engineers, Sales and Marketing Managers on some of the most critical projects in the company.

This role is based out of our headquarters in beautiful downtown San Jose, California.

RESPONSIBILITIES:
Structure ambiguous questions and generate new hypotheses about the free & paid product through a deep understanding of the data, our customers, and our business
Lead Unlock new opportunities for growth by discovering insights, automate processes, and predictive modeling
Mentor junior data scientist with their career development and strengthen their analytical framework
Write efficient SQL code and build effective Excel models to fuel analytical frameworks and dashboards
Strong storytelling: distill interesting and hard-to-find insights into a compelling story
Build/modify/maintain dashboards and reports to regularly communicate key product, sales & marketing metrics and KPIs
REQUIREMENTS
6+ years of data science overall experience and 2+ years leading & building and data teams
Master’s degree in Business/Economics, STEM Degrees or similar fields
Expert knowledge of one or more scientific computing languages and SQL
Strong understanding of growth principles, product development, and product go to market processes
Great organization skills with the ability to manage competing priorities
Highly analytical with attention to detail",4.7,"Zoom Video Communications
4.7","San Jose, CA","San Jose, CA",1001 to 5000 employees,2011,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1
77,Data Scientist,$86K-$143K (Glassdoor Est.),"Company:

Big Data Federation, Inc. is an artificial intelligence-driven financial technology company which develops and applies innovative machine-learning technologies to big data to predict financial and economic fundamentals metrics. We are a team of technologists, mathematicians, data scientists, and software programmers.

Job Profile:

We are seeking a Senior Data Scientist to be a contributor to our predictive analytics platform. You will create application pipelines which pull data from a universe of ingested data-sets and refine them to extract information for use in our predictions. You will help design and implement machine-learning algorithms and micro-services. In many cases the data sizes will necessitate implementation on distributed computing platforms.

We seek mathematically-inclined software engineers, and scientists/mathematicians with an aptitude for computer science. We particularly welcome passionate, data-oriented candidates eager to learn new skills, and mentor their colleagues in areas where they themselves excel.

Experience:
Strong background in classical machine learning and deep knowledge in a variety of techniques in feature selection, regression, classification, and clustering, and their real-world advantages and drawbacks
Hands-on experience with applied mathematics, e.g., linear algebra, probability, and statistics
Proficient with R (preferred), or Python, and their respective library ecosystems
Experience with large data sets and distributed computing tools is a plus
Ability to multitask with attention to details
Familiarity with financial analytics and time series econometrics is a plus
Practical experience with semantic text analysis and deep learning is a plus
Education:

*

PhD or Master’s degree in computer science or an engineering/math/statistics/science discipline with a strong computer science component with 2+ years of data science/machine learning engineering experience

Compensation:

Competitive salary; Stock options; Health benefits: medical, vision, and dental; Paid time off; 401k; Life insurance; Short- and long-term disability.

Job Type: Full-time

Work authorization:
United States (Required)
Work Location:
One location
Benefits:
Health insurance
Dental insurance
Vision insurance
Retirement plan
Paid time off
Other
Schedule:
Monday to Friday
Company's website:
www.BigDataFed.com
Work Remotely:
Temporarily due to COVID-19",-1,"Big Data Federation, Inc.","Santa Clara, CA","Santa Clara, CA",1 to 50 employees,-1,Company - Private,Financial Analytics & Research,Finance,Unknown / Non-Applicable,-1
78,"Data Scientist, Machine Learning - Game Matchmaking",$86K-$143K (Glassdoor Est.),"Data Scientist, Machine Learning - Game Matchmaking

WHY ROBLOX?

Roblox is ushering in the next generation of entertainment, allowing people to imagine, create, and play together in an immersive, user-generated worlds. We're the one and only fastest-growing entertainment platform that lets anyone teach themselves how to code, publish, and monetize any experience imaginable-across any device-reaching millions of players across the globe.

The impact that you can have at Roblox is powerful. We're looking for someone who's eager to take on a meaningful role in the success of Roblox on a massive scale. Someone who takes play seriously, but also isn't afraid to have some fun either. Someone who's ready to take Roblox-and their career-to the next level.

In 2018, we were honored to be recognized as a Certified Great Place to Work®. We've fostered a company culture that empowers people to do the most defining work of their career in an environment that's made up of the most passionate, team-oriented, visionary, crazy-smart people you'll ever meet. Join the Roblox team where play rules and the possibilities are endless.

Work with the most passionate, team-oriented, visionary, and crazy-smart people you'll ever meet.

As a Data Scientist for Matchmaking, you'll be a key participant in helping our users find the right players to play games with at Roblox. You'll partner with data scientists, product managers and engineers to better understand our developers via performing ad hoc analysis, creating dashboards, defining KPIs, and applying models.

You Are:
Passionate about data. You have the curiosity and self-drive to continuously learn new techniques and tools to extract value from data. You have a degree in Statistics, Economics, Computer Science or other relevant field.
A strong communicator. You understand that analysis must be presented in meaningful ways and engage in spirited discussions about the findings. You have the ability to explain technical concepts to non-technical audience.
A capable statistician. You understand the value of characterizing data by its distribution. Covariance, Bias, and Conditional Probability are concepts that you rely on every day.
An expert with SQL and a scripting language such as Python or R. You're experienced in automating efforts and crunching massive volumes of data.
Big Bonus: A love for Roblox and game development
You Will:
Accelerate product development through your understanding of the underlying data and your ability to partner with product and technical leaders to provide insights that drive growth.
Access raw data, and then transform it, analyze it, and render it in a compelling way--all using a custom analytics tool kit built from state-of-the-art open-source libraries.
Build dashboards to understand root causes to changes in metrics.
Evaluate A/B experiments to determine success of product feature launches.
Influence how Roblox interacts with its players and its platform developers
You'll Love:
Excellent medical, dental, and vision coverage
A rewarding 401k program
Flexible vacation policy
Free catered lunches five times a week and several fully stocked kitchens with unlimited snacks
Onsite fitness center and fitness program credit
Annual CalTrain Go Pass
A Roblox Admin badge for your avatar
Roblox - Powering Imagination.

#LI-CT1",4.4,"Roblox
4.4","San Mateo, CA","San Mateo, CA",501 to 1000 employees,2006,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Unity Technologies, Valve Corporation, Facebook"
