,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
69,Data Scientist Technical Lead,$113K-$190K (Glassdoor Est.),"Note: By applying to this position your application is automatically submitted to the following locations: New York, NY, USA; Mountain View, CA, USA; Seattle, WA, USA

Minimum qualifications:
Master's degree in a quantitative discipline (e.g., Statistics, Bioinformatics, Economics) or equivalent practical experience.
10 years of experience in data analysis or related field as a Statistician, Data Scientist, Computational Biologist, or bioinformatician.
5 years of experience in people management or leadership.
Experience with statistical software (e.g., R, Python, MATLAB, pandas) and database languages.
Preferred qualifications:
Doctorate's degree in a quantitative discipline (e.g., Statistics, Operations Research, Bioinformatics, Economics, Computational Biology, Computer Science, Mathematics, Physics, Electrical Engineering, Industrial Engineering).
12 years of tech industry work experience as a statistician, bioinformatician, or data scientist. Experience in statistical data analysis, such as linear models, multivariate analysis, stochastic models, and sampling methods.
8 years of leadership experience, including people management.
Applied experience with machine learning on large datasets.
Experience articulating business questions and using mathematical techniques to arrive at an answer using available data.
Ability to select the right statistical tools given a data analysis problem.
About the job


At Google, data drives all of our decision-making. Data Scientists work all across the organization to help shape Google's business and technical strategies by processing, analyzing and interpreting huge data sets. Using analytical excellence and statistical methods, you mine through data to identify opportunities for Google and our clients to operate more efficiently, from enhancing advertising efficacy to network infrastructure optimization to studying user behavior. As a Technical Lead, you do more than just crunch the numbers. You work with Engineers, Product Managers, Sales Associates and Marketing teams to adjust Google's practices according to your findings. Identifying the problem is only half the job; you also figure out the solution.

With your leadership and professional expertise, you manage a team of analysts, plan project goals and lead the overall strategy for your group. You are a recognized authority in your functional area and develop, organize and launch projects that span engineering and analysis.
Responsibilities
Work with large datasets and solve difficult analysis problems, applying advanced analytical methods. Conduct end-to-end analyses, including data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations.
Build and prototype analysis pipelines iteratively to provide insights at scale. Develop comprehensive understanding of Google data structures and metrics, advocating for changes for product development and sales activity.
Make business recommendations with effective presentations of findings at multiple levels of stakeholders through visual displays of quantitative information.
Research and develop analyses and forecasting and optimization methods across ads quality, search quality, end-user behavioral modeling, and live experiments.
Manage a data science team. Interact cross-functionally with a wide variety of leaders and teams, and work closely with Engineers and Product Managers to identify opportunities for design and to assess improvements for Google products.

At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form.",4.4,"Google
4.4","New York, NY","Mountain View, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,₹500+ billion (INR),"Microsoft, Apple, Facebook"
70,Jr Data Scientist,$113K-$190K (Glassdoor Est.),"Job Description :
Data Scientist will join a team responsible for developing advanced analytics products.
Applying data visualization and statistical programming tools to enterprise data to advance and enable the key mission outcomes.
In this role, you will support all phases of analytic work product development, from the identification of key business questions, through data collection, from performing analyses and using a wide range of statistical, machine learning, and applied mathematical techniques to delivery insights to decision-makers.
Mandatory Skills And Qualifications :
Master’s Degree in Computer Science or related discipline
Experience with programming languages such as Python, R or SAS
Basic understanding of data extraction, transformation, and loading to support advanced analytics
1 year experience with a wide range of analytics techniques, such as statistics, machine learning, natural language processing, optimisation, simulation, or closely related techniques
Experience developing data pipelines, transforming data, structuring data, extracting data from various databases, and developing algorithms with tools and languages like Python or R
Solid experience with ML algorithms for regression and classification",4.5,"Global Data Management
4.5","Woodbridge, NJ","Woodbridge, NJ",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,₹500 million to ₹1 billion (INR),-1
71,Healthcare Data Scientist,$113K-$190K (Glassdoor Est.),"Do you have the analytic skills to find insight in a pile of healthcare data? Do you thrive in a fast-paced environment? Milliman’s NYC Health Practice is seeking professionals from a variety of analytic and clinical backgrounds to join our vibrant staff. We offer challenging projects, world-class resources, expert colleagues, a collaborative environment, and diverse client projects. Work, learn, and grow with us.

Milliman’s NYC Health Practice consults to clients on disease processes, treatments, costs, healthcare reform, risk, and payer systems. Our clients span all sectors of the health industry. Our services include analyzing financial arrangements, innovative contracts, disease states, therapeutic value, benefit design, healthcare reform, and health systems. We have brought unparalleled actuarial, analytical, and operational expertise to these clients.

Milliman is the world’s premier actuarial consulting firm with over 3,000 employees and $800 million in revenue. We attribute our 60+ years of continuous growth to our environment where independent and talented individuals succeed as outstanding professionals. We have a collegial, rigorous, supportive and non-bureaucratic environment.

We seek energetic and imaginative professionals to join our client-oriented team at our Penn Station, New York City location. Successful candidates will have the potential to become project/client leaders and become recognized as expert senior consultants.

Primary roles
Hands on advanced data analytics and project management
Apply innovative techniques to large claims datasets to analyze a wide array of healthcare-related topics
Investigate discrepancies between medical concepts and their manifestation in claims datasets
Contribute to hypothesis development for quasi-experimental designs
Assist junior colleagues with the development of their programming and analytic skills
Role in client management that will increase over time
Qualifications:

Required:
At least five years of experience analyzing very large medical insurance claims with SAS and/or SQL
Understanding of medical coding systems (CPT, ICD-9, DRG, etc.)
New York City location; this job requires working with colleagues in our office
Limited travel—working at client site is rare
Knack for prioritizing and completing multiple projects and tasks
Strong oral and written communication skills
Strong problem solving and analytical skills
Ability to work both independently and as part of a team
Experience or knowledge of the healthcare industry and payer systems
Preferred:
Experience in insurance, finance, or outcomes research
Experience scrubbing large, non-standardized claims datasets
Experience with MarketScan and/or Medicare (or similar) databases
PharmD, RN, MD, MPH, MS, PhD, FSA, ASA or similar background
Requirements
Capable of carrying out a given task with all details necessary to get the task done well
PharmD, RN, MD, MPH, MS, PhD, FSA, ASA or similar background
Experience using advanced excel functionality (VBA, macros), SAS, and/or SQL in a professional capacity
Understanding of medical coding systems (CPT, ICD-9, DRG, etc.) \nExperience or knowledge of the healthcare industry and payer systems \n
Experience with MarketScan and/or Medicare (or similar) databases",3.9,"Milliman
3.9","New York, NY","Seattle, WA",1001 to 5000 employees,1947,Company - Private,Consulting,Business Services,₹100 to ₹500 billion (INR),-1
72,Data Scientist - Nationwide Opportunities,$113K-$190K (Glassdoor Est.),"Want to help the largest global enterprises derive business value through the adoption of Artificial Intelligence (AI) and Machine Learning (ML)? Excited by using massive amounts of disparate data to develop ML models? Eager to learn to apply ML to a diverse array of enterprise use cases? Thrilled to be a part of Amazon who has been pioneering and shaping the worlds AI/ML technology for decades?

At Amazon Web Services (AWS), we are helping large enterprises build ML models on the AWS Cloud. We are applying predictive technology to large volumes of data and against a wide spectrum of problems. AWS Professional Services works together with AWS customers to address their business needs using AI solutions.

AWS Professional Services is a unique consulting team. We pride ourselves on being customer obsessed and highly focused on the AI enablement of our customers. If you have experience with AI, including building ML models, wed like to have you join our team. You will get to work with an innovative company, with great teammates, and have a lot of fun helping our customers. A successful candidate will be a person who enjoys diving deep into data, doing analysis, discovering root causes, and designing long-term solutions.

This is a customer-facing role and you will be required to travel to client locations and deliver professional services as needed.

Major responsibilities include:
· Assist customers by being able to deliver a ML project from beginning to end, including understanding the business need, aggregating data, exploring data, building & validating predictive models, and deploying completed models with concept-drift monitoring and retraining to deliver business impact to the organization
· Use AWS AI services (e.g., Personalize), ML platforms (SageMaker), and frameworks (e.g., MXNet, TensorFlow, PyTorch, SparkML, scikit-learn) to help our customers build ML models
· Research and implement novel ML approaches, including hardware optimizations on platforms such as AWS Inferentia
· Work with our other Professional Services consultants (Big Data, IoT, HPC) to analyze, extract, normalize, and label relevant data, and with our Professional Services engineers to operationalize customers models after they are prototyped

Basic Qualifications

· Bachelors degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent professional or military experience
· Experience with ML fields, e.g., natural language processing, computer vision, statistical learning theory
· 4+ years of industry experience in predictive modeling, data science, and analysis
· Experience in an ML engineer or data scientist role building ML models
· Experience writing code in Python, R, Scala, Java, C++ with documentation for reproducibility
· Experience handling terabyte size datasets, diving into data to discover hidden patterns, using data visualization tools, writing SQL, and working with GPUs to develop models
· Experience writing and speaking about technical concepts to business, technical, and lay audiences and giving data-driven presentations

Preferred Qualifications

· Maters degree of PhD in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.)
· Ability to develop strategic, baselined, data modeling processes; ability to accurately determine cause-and-effect relationships.
· Publications or presentations in recognized ML journals or conferences
· Deep technical skills, consulting experience, and business savvy to interface with all levels and disciplines within our customers organization
· Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",3.9,"Amazon
3.9","New York, NY","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,₹500+ billion (INR),"Google, Microsoft, Walmart"
73,Real World Evidence Data Scientist,$113K-$190K (Glassdoor Est.),"10-Jan-2020

Job ID
277107BR
{""QuestionName"":""Job Description"",""AnswerValue"":""21st Century evolution and innovation in digital technologies, data and advanced analytics is rapidly changing the healthcare environment. We believe that Real World Evidence will transform healthcare decision-making as part of that revolution.

As a RWE Data Scientist, you will work with meaningful data to gain impactful insights on our medicines and patients. The data will be varied in type -- patient-level clinical data, supplemented with deep patient data like genomics, imaging, digital health, etc. Source data will be diverse -- real-world data, including patient registries, electronic medical records, claims and biobanks. The RWE Data Scientist will be responsible for contributing to and executing the RWE strategy within Novartis Oncology. This role will partner with RWE Directors, Scientists and cross-functional stakeholders to translate real world data into evidence and insights. You will work collaboratively to build strong internal partnerships and act as subject matter expert by providing expert consultations on all aspects of RWD studies and analyses, including objectives, study design, data source identification, protocol development, statistical analysis, and/or interpretation. Furthermore, you will be responsible for implementing RWD-based analyses using programming and rapid-analytic tools. You will bring an innovative mindset and fresh perspective to the use of data and analytics in oncology and be a key contributor to improving analytic efficiencies and expanding the use of RWE across the organization.

Your responsibilities will include:
1.Partner with RWE Directors, Scientists and x-functional stakeholders to develop a deep understanding of evidence needs and to conceptualize and implement RWD-based analyses and studies
2.Support the development of real world data and analytics capabilities and utilization, and lead in applying cutting-edge advanced analytics methodologies and tools to generate novel insights and actions
3.Conduct and oversee execution of RWD-based queries and studies; effectively communicate the findings and study results to internal stakeholders
4.Ensure high quality, rigorous and readily interpretable deliverables are generated from RWE studies/analyses
5.Build RWD-based self-service analytic tools that will enhance analytic efficiencies and will expand the use of RWD/RWE across the entire product life-cycle
6.Support the incorporation of RWE methods and perspectives into global development strategies
7.Continuously improve the data analytics platform, creating industry-leading performance through leveraging new and creative data sources and collaboration models with third party networks
8.Define standards and processes to manage quality, consistency, usability, security, and availability of data throughout the data lifecycle
9.Develop and address opportunities around novel sources or applications of data, and define how the business creates additional value through utilization of real world data and analytics, and drive cultural change towards data and analytics centricity
10.Improve literacy in the value and use of data and advanced analytics across the organization by leading successful implementation of data and analytics initiatives across regions and countries
11.Manage external data and analytic partners and collaborate closely with other analytic teams across Novartis
12.Define functional objectives as well as KPI and quality metrics, identify opportunities, gaps and priorities, and contribute to best practices standards. Stay abreast of emergent applications and positively drive development of RWD and analytic capabilities globally and locally



Posting Title
Real World Evidence Data Scientist",3.9,"ONCOLOGY
3.9","East Hanover, NJ","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,₹500+ billion (INR),-1
74,Data Scientist,$113K-$190K (Glassdoor Est.),"RAPP NY is looking for a Data Scientist

to join our award-winning Technology team.


ABOUT RAPP

Our purpose

We are the agency absolutely, utterly, fiercely focused on the individual. We use our data, technology and creative smarts to make meaningful, connections with every single person a brand knows.

Our family

We are part of the OPMG group, which is in turn a part of Omnicom. This group also includes Critical Mass, Targetbase, Proximity, Credera, and sparks&honey and other well-known agencies.

Our home

Hint: a very famous, kryptonite-allergic news reporter used to work in this building. RAPP is located in the historic News Building at 220 E. 42nd St, where Christopher Reeve's Superman was filmed.

Our clients

From binge watching to business building and everything in between, we provide smart solutions for companies like Lilly, Charter, SAP, Pfizer, and American Family Insurance.

ABOUT YOU

You have 5-7+ years of experience in a data science, data engineering, software engineering or statistics role. Additionally, a graduate degree is preferred. You should also have strong knowledge of R/Python programming, SQL, Cognos and/or other OLAP solutions.

You should have experience with unstructured data and APIs, and expertise in machine language/machine learning You also analyze large and small internal and external datasets to extract actionable insights and know how to develop statistical models to drive targeting, messaging and strategic decision-making.

You have experience with media mix modelling, multi touch attribution modelling, disparate data sets (customer database, marketing behavior, social data, qualitative research data, macro-economic data, etc.) to expose brand realities, market opportunities, and potential marketing strategies.

In your career, you have provided actionable insights, algorithms and computational solutions to real-world marketing challenges through the application of technology-based mathematical methods. Working with financial services or banking clients is a plus.

What else? Maybe you're a movie aficionado. Or maybe you have an impressively large vinyl collection? We'd love to know what makes you, you.",3.1,"RAPP
3.1","New York, NY","New York, NY",501 to 1000 employees,1965,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"R/GA, MRM"
75,Data Scientist - Latitude,$113K-$190K (Glassdoor Est.),"Summary

Our investment Platform is seeking a Data Scientist to be responsible for improving the performance of our investment ideas by developing new techniques to more efficiently capture alpha.

What you'll do

The Data Scientist will drive innovation by using alternative data sources in creative ways to enhance the performance of our investment platform.
Conduct innovative and scientific research to process and analyze new and non-traditional datasets that support investment decisions
Develop quantitative tools to back test investment ideas and introduce new approaches and proto types
Execute projects in collaboration with research analysts, machine learning engineers, and senior management
What's required

The ideal candidate must have a passion for the financial markets and possess strong quantitative skills.
2-4 years of work experience in a quantitative capacity
Bachelor's degree or higher in a rigorous quantitative program (i.e. STEM, economics, finance, or related majors with clear evidence of strong programming skills)
Strong knowledge in programming, statistical modeling and data mining (SQL, Python, R, MATLAB)
Strong communication skills, professionalism, and attention to detail with a high degree of drive
We take care of our people

We invest in our people, their careers, their health, and their well-being. We want you to concentrate on success and leave the rest to us. When you work here, we provide:
Fully-paid health care benefits
Mental and physical wellness programs
Tuition assistance
A 401(k) savings program with an employer match and more",-1,Point72 - Market Intelligence,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1
76,Data Scientist,$113K-$190K (Glassdoor Est.),"Job Description
Full Time Data Scientist

The Drive Media is seeking a full time Data Scientist to unlock the value drivers in our publishing operations. This role will report to the CTO and provide ad-hoc analytics as well as build automated, repeatable models to integrate into our Content Management Systems (CMS) and business intelligence and operations dashboards.

Candidate must have strong data analysis skills, functional experience with machine learning models, and the ability to effectively communicate findings and model efficacy to the business including explaining insight nuances from the internals of the models (e.g., feature importance). Since our published works are the core of our business, we also require experience with Natural Language Processing (NLP).

Roles & Responsibilities:
create machine learning models to actively deploy within our CMS and Analytics platforms
perform ad-hoc analysis based on data from our databases, metrics systems and 3rd party data
extract insights and produce business reports about split tests, back tests and text content metrics
collaborate with executive team to ensure clear understanding of test results and limits of predictive models
Required Skills:
Expert SQL and Excel Reporting
Python + SciKit Learn + Jupyter Notebooks
Natural Language Processing (NLP) - preferably experience with Python NLTK
Data Visualization
LightGBM, XGBoost or TensorFlow
Excellent written and verbal communication to technical and non-technical audiences
Bonus Skills:
Experience with Publishing + Advertising
PHP + JavaScript
Image Feature Extraction
Clustering & Unsupervised Learning
Desired Background:
Bachelor's degree or equivalent experience
2+ years of experience with data science in media or publishing
4+ years of experience in data analysis and / or software development or a higher degree that included practical application experience
Powered by JazzHR",5.0,"The Drive Media, Inc.
5.0","New York, NY",-1,Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1
77,Data Scientist,$113K-$190K (Glassdoor Est.),"The Role

Want to build something new and exciting? Do you like building tools that can answer what demand might look like 6 months out for a particular product?

The Technology Organization (Product, Engineering and Data Science) at Thrasio is responsible for building the internal tools that will help ensure data quality and create opportunity for our great people here to quickly access data and make decisions related to growth of our brands (soon to be thousands of products) as we continue our goal of being the number one seller on Amazon.

In this role, you will be at the center of all the decision support for the company as we use the latest ML/DL and data science techniques to continuously optimize every aspect of the business, including inventory management, forecasting, lead gen analysis, keyword optimization and a whole new category of decision management for day to day operations.

Some of the day to day might include:
Owning the full Data Science life-cycle from conception to prototyping, testing, deploying, and measuring its overall business value
Developing quantitative models, leveraging machine learning and advanced data analysis techniques
Architecting and building technical platforms for our algorithmic engines to run at scale
Using data to improve the decision-making of everyone at Thrasio, and ultimately, to enhance the experience of our customers and our suppliers
Serving as a consultative partner to the marketing and creative teams to understand needs and conduct analyses that will help determine targeting strategy
Provide technical leadership and strategic initiatives for your team
Deliver presentations to high level business stakeholders that tell cohesive, logical stories using data - while this is primarily a technical role, we value the communication of ideas and want to expose data science to the company at large.
What You Bring to the Party
Conferred Bachelor of Science in Engineering or Computer Science or technical equivalent and 8+ years of experience in data science type roles
Highly proficient in Python and SQL programming
Machine Learning experience: supervised/unsupervised learning, recommendation systems, reinforcement learning, deep learning, time series etc.
> Prophet, arima, deepar, lstms

> RL or ranking work is a plus
Ability to effectively work with business leads: strong communication skills, ability to synthesize conclusions for non-experts and desire to influence business decisions
Intuitive sense of how quantitative and technical work aligns closely with business priorities and business value
Ability to thrive in a dynamic environment where there can be degrees of ambiguity
Intellectual curiosity and a strong desire to always be learning
Be really excited with the idea of building something new, for a business tackling e-commerce in an entirely different way
Work onsite at our office location in Walpole Massachusetts, Monday Friday *when allowed
Ability to work independently and/or within a collaborative team structure
Affable and collaborative teammate who thrives within an inclusive team and company where individual choices are respected and supportive
Highly organized with critical attention to details, along with good time and priority task management
Strong communication skills in two parts: 1.) very strong writing skills utilizing the rules of English grammar; 2.) verbally clear, concise, and grammatically correct oral (speaking) communication skills in English
Plusses, not required
Conferred Bachelor of Science in Engineering and/or Computer Science and 10+ years of experience post degree in data analyst or science roles
Conferred Master of Science or PhD in a quantitative field, e.g. Mathematics, Economics, Computer Science, Engineering, Physics, Neuroscience, Operations Research, etc
Product Ecommerce experience",5.0,"Thrasio
5.0","New York, NY","Walpole, MA",51 to 200 employees,2018,Company - Private,Other Retail Shops,Retail,Unknown / Non-Applicable,-1
78,"Data Scientist, Digital Products",$113K-$190K (Glassdoor Est.),"By selecting Apply above, you indicate you have read and acknowledge the Dow Jones Applicant Privacy Notice and Dow Jones Cookie Policy , including data transfers as described in the Policy.

Job Description:

The Wall Street Journal seeks a data scientist who will be responsible for helping to enable the growth and continued success of The Wall Street Journals digital products. This includes our website, mobile applications, newsletters, as well as new and emerging formats.

The Journal is in an exciting time of continued innovation and growth. In particular our digital product teams are diving deep into ways we can improve existing products and create new experiences for our members. To enable this, the Data Scientist, Digital Products role will be working closely with the entire data science and product teams to measure the success of product releases through experimentation and look-back analyses as well as help drive product strategy by building a joint understanding of our readership, the news, and the product experiences we offer.

This is a high-impact role responsible for working closely with the newsrooms Chief of Data Science, Chief Strategy Officer, Head of Audience Touchpoints, and other WSJ leaders. A successful candidate will not only have good technical skills but can work closely with stakeholders across product and engineering to understand where the most value can be delivered. Knowledge of product testing, A/B testing, causal modeling, as well as a strong background in what has worked well for content reach in newsrooms would be preferred.

Dow Jones , Making Careers Newsworthy

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, or disability status. EEO/AA/M/F/Disabled/Vets .

Dow Jones is committed to providing reasonable accommodation for qualified individuals with disabilities, in our job application and/or interview process. If you need assistance or accommodation in completing your application, due to a disability, please reach out to us at TalentResourceTeam@dowjones.com . Please put Reasonable Accommodation"" in the subject line.

Business Area: TECHNOLOGY - PRODUCT DEVELOPMENT

Job Category: Data/Content Group

About Us

Since 1882, Dow Jones has been finding new ways to bring information to the worlds top business entities. Beginning as a niche news agency in an obscure Wall Street basement, Dow Jones has grown to be a worldwide news and information powerhouse, with prestigious brands including The Wall Street Journal, Dow Jones Newswires, Factiva, Barrons, MarketWatch and Financial News.

This longevity and success is due to a relentless pursuit of accuracy, depth and innovation, enhanced by the wisdom of past experience and a solid grasp on the future ahead. More than its individual brands, Dow Jones is a modern gateway to intelligence, with innovative technology, advanced data feeds, integrated solutions, expert research, award-winning journalism and customizable apps and delivery systems to bring the information that matters most to customers, when and where they need it, every day.

If you are a current employee at Dow Jones, do not apply here. Please go to the Career section on your Workday homepage and view ""Find Jobs - Dow Jones."" Thank you.

Req ID: 21052",3.4,"Dow Jones
3.4","New York, NY","New York, 061",5001 to 10000 employees,1882,Subsidiary or Business Segment,News Outlets,Media,₹50 to ₹100 billion (INR),"Thomson Reuters, FactSet, Bloomberg L.P."
79,Data Scientist,$113K-$190K (Glassdoor Est.),"ExecOnline is a fast-growing, venture-backed ed-tech firm reinventing how the world's greatest companies develop their next generation of leaders. We are looking for an exceptional addition to the team who will be responsible for ensuring that a data-driven approach is at the heart of every piece of our organization and platform.

We are looking for an individual to lead data science efforts which will support our strategic initiatives at scale. This is a hands-on position that will work directly with our Data, Product, Technology and business teams to bring ExecOnline's data capabilities to the next level. This role will be based in either our New York City or Washington, DC office. Unfortunately, we will not currently be able to offer sponsorship for this role.

In this role you will:
Be a key contributor to our suite of data-driven products for customers and solutions for internal stakeholders
Be hands-on with Data Analysis and Visualization Development
Utilize statistical models to derive deeper insights from our extensive customer and participant data
Apply Natural Language Processing capabilities on unstructured data for Topic Modeling, utilized in textual data exploration, feedback insights, voice-of-customer insights, sales enablement, etc.
Leverage other Machine Learning techniques for projects including Predictive Modeling, Retention Analysis, etc.
Spearhead opportunities for Experimentation and A/B testing in the company, such as outbound email, web optimization, etc.
Work with both structured and unstructured data
Support the development of reports in Tableau
We think it's appealing because you will be able to:
Join a company focused on achieving scale with data
Work directly with Product and business teams to deliver direct impact to customers and client-facing teams
Learn on the job and be(come) an expert on executive education - then apply that expertise to make the entire system better
Green-field opportunity be a thought leader in the company on data science best practices and opportunities for applications
Are we a match?
3+ years of experience in a similar role will position you for success
Bachelor's degree in Analytics or related quantitative fields (statistics, Operations research, mathematics, econometrics etc.). An advanced degree is preferred.
Experience applying modelling and advanced techniques such as: significance testing, GLM/Regression, Random Forest, Boosting, Trees, text mining
Hands-on knowledge of Python/R, SQL is a must
You are excited by the challenge of developing complex data-driven solutions while delivering simplicity for the end user.
You value hard work, collaboration and the ability to strike the right balance between speed, quality and execution.
You know how to get things done and prefer pragmatic solutions to theoretical ones.
You are a ""full stack"" data person - you know how to work with large, messy data sets, no matter where or how they are stored OR you are up to figuring it out.
You know your math but understand that the flashiest solutions usually aren't always the best.
You have experience with some of the tools and languages we use and are excited to learn the others:
Python, R, SQL
Tableau
Jupyter Notebooks
dBeaver or equivalent
Github
Highly Desired Additions:
AWS Redshift, Snowflake Data Warehouse
Hadoop
Javascript
What you'll get:
The opportunity to join a startup on a team with high career-growth potential across the organization
A stimulating work environment working with leading-edge, highly-motivated team members
Competitive base salary
20 days paid vacation
Stock options
Highly subsidized health insurance
Opportunity to take our courses with elite business schools
2 months paid parental leave
401K with Vanguard
Commuter benefits and other perks
About ExecOnline

ExecOnline partners with top business schools, including Berkeley-Haas, Columbia, IMD, MIT-Sloan, Wharton, Chicago Booth, Stanford, and Yale to rapidly deliver online leadership development programs that generate lasting organizational impact. ExecOnline's university-certified programs in strategy, innovation, operations, and more feature dynamic content tailored to the unique corporate objectives of their clients. ExecOnline has delivered transformational leadership development experiences to more than 200 organizations and 10,000 business leaders.",4.2,"ExecOnline
4.2","New York, NY","New York, NY",51 to 200 employees,2012,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,"Harvard Business School, Coursera, edX"
80,Point72 Data Scientist,$113K-$190K (Glassdoor Est.),"About Point72
Point72 Asset Management is a global firm led by Steven Cohen that invests in multiple asset classes and strategies worldwide. Resting on more than a quarter-century of investing experience, we seek to be the industry’s premier asset manager through delivering superior risk-adjusted returns, adhering to the highest ethical standards, and offering the greatest opportunities to the industry’s brightest talent. We’re inventing the future of finance by revolutionizing how we develop our people and how we use data to shape our thinking. For more information, visit www.Point72.com/working-here.
A Career with Point72's Market Intelligence Group
Market Intelligence is shaping Point72 for the future by combining the most innovative data sources, analysis, and investment tools with the Firm’s traditional strengths at deep fundamental analysis of how companies and industries operate. Market Intelligence finds, tests, analyzes, and models alternative data; conducts deep fundamental research; and helps our investment teams generate alpha-producing ideas using our data and research. We produce investment insights by using machine learning techniques, fundamental company analysis, macro and sell-side research, and quantitative methodologies.
Role
As a Data Scientist, you will support an idea generator testing investment theses using alternative data and building models to execute on the results of that research.
Responsibilities
Test research hypotheses and assumptions of researchers
Pull data from disparate sources
Design and validate models that transform data into actionable insights
Identify and deploy statistical, machine learning, and deep learning methods that strike the right balance between predictive power and robustness
Write efficient, modular, and dependable code, packages, libraries, and scripts
Iterate quickly to test the additive impact of new data and research findings on alpha generation
Document all work extensively
Stay abreast of new research
Desirable Candidates
Ph.D. (preferred) or M.S. in a technical field with an applied or experimental component
3+ years of experience in a relevant field researching real-world data problems (though not necessarily in finance)
Extensive experience developing algorithms and production-grade code
Strong programming skills in Python and SQL/NoSQL
Experience with cloud infrastructures
Strong written and verbal communication skills and a proven ability to collaborate with others",3.9,"Point72
3.9","New York, NY","Stamford, CT",1001 to 5000 employees,2014,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1
