,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
19,Data Scientist - Forecasting,$88K-$99K (Glassdoor Est.),"Where will Amazon's growth come from in the next year? What about over the next five? Which product lines are poised to quintuple in size? Are we investing enough in our infrastructure, or too much? How do our customers react to changes in prices, product selection, or delivery times? These are among the most important questions at Amazon today. The Forecasting team in the Supply Chain Optimization Technologies (SCOT) organization is dedicated to answering these questions using statistical methods. We develop cutting edge data pipelines, build accurate predictive models, and deploy automated software solutions to provide forecasting insights to business leaders at the most senior levels throughout the company. We are looking for a talented, driven, and analytical researcher to help us answer these (and many more) questions.


We are building a new team to develop predictive models and provide business insights on seller behavior on the Amazon Consumer platform. We will build models to produce forecasts of unit sales and revenue by seller segments and drive adoption of these forecasts by various teams within Amazon for financial and operations planning. We will provide insights on the impact of seller selection, product selection and fees on the long-term growth of the business, and provide recommendations to drive future growth of the seller platform.


This Data Scientist role will design quantitative systems and forecasting models that generate multi-billion dollar predictions of the highest level of visibility and importance for Amazon's financial and operational planning. A successful candidate will be a problem solver who enjoys diving into data, is excited by difficult modeling challenges, and possesses strong communication skills to effectively interface between technical and business teams. As a Data Scientist on this team, you will collaborate directly with economists and statisticians to produce modeling solutions, you will partner with software developers and data engineers to build end-to-end data pipelines and production code, and you will have exposure to senior leadership as we communicate results and provide scientific guidance to the business.



Key Responsibilities:
· Implement statistical methods to solve specific business problems utilizing code (Python, R, Scala, etc.).
· Improve upon existing methodologies by developing new data sources, testing model enhancements, and fine-tuning model parameters.
· Directly contribute to the design and development of automated forecasting systems.
· Build customer-facing reporting tools to provide insights and metrics which track forecast performance and explain variance.
· Collaborate with researchers, software developers, and business leaders to define product requirements, provide analytical support, and communicate feedback.
· Presenting critical data in a format that is immediately useful to answer questions about the inputs and outputs of Forecasting systems and improving their performance.


Amazon is an Equal Opportunity Employer Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.



Basic Qualifications

· MS in a quantitative discipline such as Statistics, Mathematics, Physics, Engineering, Computer Science or Economics.
· 1+ years work experience in an analytical role involving data extraction, analysis, and communication.
· Proficiency in at least one statistical software package such as R, Stata, Matlab, or Python.
· Experience with object-oriented programming languages.
· Expertise using SQL for acquiring and transforming data.
· Outstanding quantitative modeling and statistical analysis skills.
· Excellent verbal and written communication skills with the ability to effectively advocate technical solutions to research scientists, engineering teams and business audiences.

Preferred Qualifications

· 2+ years of work experience in an analytical role involving data extraction, analysis, and communication.
· Experience building complex data visualizations.
· Experience working in command-line Linux environments.
· Experience with causal inference, applied time series modeling or machine learning forecasting applications.
· Strong project management skills.",3.9,"Amazon
3.9","Seattle, WA","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,₹500+ billion (INR),"Google, Microsoft, Walmart"
20,Data Scientist Internship,$88K-$99K (Glassdoor Est.),"Data Scientist Internship

Seattle, WA or Portland, OR

This full-time twelve-week internship position is scheduled to begin in May/
June 2020

Responsibilities_&_Requirements

Cambia Health Solutions is working to create a seamless and frictionless health
care experience for consumers nationwide.This presents a unique challenge and
opportunity for innovative and disruptive solutions from the Cambia Artificial
Intelligence Office (CAIO).

Looking for a passionate, talented and inventive Data Scientist intern to help
design, develop and build industry-leading data science solutions using machine
learning technologies and advanced statistical analyses. Together with a highly
multi-disciplinary team of scientists, engineers, strategic partners and
subject domain experts, you will work on building a real product with machine
learning at its core.

At Cambia, our values are fundamental to achieving our Cause of transforming
the health care industry. They guide our actions and bring diverse perspectives
together to improve the health care journey better for those we serve. All
eight values are equally important and linked to the others: Empathy, Hope,
Courage, Trust, Commitment, Innovation, and Accountability. These values are
not just words on paper - we live them every day.
Design novel algorithms for problem solving, which may include data
cleaning, feature selection, statistical modeling, data clustering and
classification, text processing, and other machine learning techniques,
to solve complex healthcare problems presented by healthcare
organizations
Research, design, develop, and implement data driven solutions using
machine learning technologies and advanced statistical methods
Identify and deploy existing machine learning, natural language
processing, and information retrieval techniques and systems for
knowledge management and discovery, such as using Electronic Medical
Records (EMR) data, progress notes, and discharge summaries to identify
admitting diagnosis, reason for consultation, clinical history, etc.
Identify ways to analyze consumers experiences from various
communication channels and improve customer satisfaction
Generate and test working hypotheses: aggregate and mine data, conduct
analyses, and extract actionable results. Apply statistical techniques to
develop models utilizing large-scale database systems
Cluster and analyze large amounts of user generated content and process
data in large-scale environments in Amazon AWS such as EC2, EMR,
MapReduce, and PySpark
Work as a key part of cross-functional teams with various internal
customer groups to study quantified business cases, identify business
problems and formulate desired outcomes

Key_Qualifications_And_Experience
Currently enrolled in an undergraduate or graduate degree program focused
on Big Data, Computer Science, Data Analytics, Engineering, Math,
Statistics, Science or related degree program (preference will be given
to graduate students)
Candidates who have completed their degree in the last six months are
also encouraged to apply
Strong analytic and problem-solving skills, including the ability to
apply quantitative analysis techniques to business situations including
forecasting, descriptive statistics, statistical inference, and
multivariate modeling techniques
Ability to develop prototypes by manipulating and analyzing complex,
high-volume, high-dimensionality data from various sources
Expertise in producing, processing, evaluating, and utilizing
unstructured/semi-structured data
Practical ability to visualize data, communicate about data, and utilize
data effectively
Demonstrated ability to create complex SQL queries, analyze large amounts
of data, create visualizations, and interpret qualitative data (research
and feedback) and incorporate into analyses
Proficiency in machine learning toolkits such as TensorFlow, PyTorch,
Stanford CoreNLP, NLTK, Gensim, OpenNLP, scikit-learn, NumPy, etc.
Demonstrable knowledge of and practical experience applying AI
methodologies such as natural language processing, personalization and
machine learning algorithms (e.g., regression, clustering, neural
networks, kernel methods, dimensionality reduction, ensemble methods,
decision tree methods, recommendation systems).
Must have ML algorithm implementation experience as well as the ability
to modify standard algorithms, e.g., change objective functions, work out
the math, and implement
Strong programming skills in at least one object-oriented programming
language, e.g., Java, Python, C++, Scala, etc.
Eager to learn new algorithms, new application areas and new tools
Excellent oral and written communication skills to effectively interface
and communicate with a broad array of internal and external contacts
including leadership
Ability to think creatively and to work well both as part of a team and
as an individual contributor
Strong facilitation skills, including the ability to resolve issues and
build consensus among groups of diverse stakeholders
Ability to coordinate cross-functionally to drive solutions and resolve
issues in a timely and effective manner
Fluency with Linux/Unix
Required minimum cumulative undergraduate GPA of 3.0
The_Following_Skills/experiences/knowledge,_a_Plus
Expertise in one or more of the following AI specializations: natural
language processing, personalization, information retrieval,
recommendation systems, or knowledge bases
Experience and/or motivation to work on modern deep learning approaches
Experience with noisy and/or unstructured textual data, such as tweets
and search queries
Knowledge of or experience in building production quality and large-scale
deployment of applications related to AI, data science and machine
learning
Experience with large-scale data analysis tools in a cloud environment,
such as Spark, Hadoop, MapReduce, Hive, Pig, etc.
Experience with open-source search engines like ElasticSearch, Solr or
Lucene
Demonstrated knowledge of health plan operations, medical terminologies/
ontologies and/or clinical informatics and healthcare systems
Knowledge of RESTful APIs and visualization tools, such as HTML, CSS, JS,
and D3.js
General software development skills (source code management, debugging,
testing, deployment, etc.)
Publication in AI academic conferences/journals or industrial circles,
such as AAAI, IJCAI, ACL, EMNLP, NAACL, NIPS, ICML, KDD, SIGIR, WWW, etc.

About_Us

At Cambia, we advocate for transforming the health care system. You aren t
satisfied with the status quo and neither are we. We're looking for individuals
who are as passionate as we are about transforming the way people experience
health care. We offer a competitive salary and a generous benefits package. We
are an equal opportunity employer dedicated to workforce diversity and a drug
and tobacco-free workplace. All qualified applicants will receive consideration
for employment without regard to race, color, national origin, religion, age,
sex, sexual orientation, gender identity, disability, protected veteran status
or any other status protected by law. A drug screen and background check is
required.

Cambia s portfolio of companies spans health care information technology an
software development; retail health care; health insurance plans that carry the
Blue Cross and Blue Shield brands; pharmacy benefit management; life,
disability, dental, vision and other lines of protection; alternative solutions
to health care access; and free-standing health and wellness solutions.

We have over a century of experience in developing and providing health
solutions to serve our members. We had our beginnings in the logging
communities of the Pacific Northwest as innovators in helping workers afford
health care. That pioneering spirit has kept us at the forefront as we build
new avenues to improve access to and quality of health care for the future.

Options

Apply for this job online Apply

Share

Email this job to a friend Refer

Sorry the Share function is not working properly at this moment. Please refresh
the page and try again later.

Share on your newsfeed

Need help finding the right job?

We can recommend jobs specifically for you! Click here to get started.",3.4,"Cambia Health Solutions
3.4","Seattle, WA","Portland, OR",5001 to 10000 employees,1917,Non-profit Organisation,Healthcare Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1
21,Data Scientist III,$88K-$99K (Glassdoor Est.),"Stackline is a retail intelligence and software company founded by a group of industry veterans. Our proprietary technology activates data, automates execution, and optimizes e-commerce and digital advertising performance to help hundreds of the world’s largest companies solve the hardest problems in retail.

Join our team as a Data Scientist III and you will help leading consumer brands use data and technology to discover insights, improve decision-making, and transform their businesses.

As a Data Scientist at Stackline, you will work in a fast-paced team-focused environment developing applied machine learning solutions to provide predictive analytics. You will use your experience to analyze and glean insights from massive data pipelines, as we process, ingest and cleanse over a billion data points each week. You will be working closely with Data Engineers, Software Engineers, and Product Management teams to deliver high quality data products. This is a very hands-on analytical role, where a large part of your time is spent writing code, while the remainder is spent architecting, developing, and testing new models.
We're looking for applied data scientists to come in ready to explore our diverse array of datasets in order to develop models that have direct impact on our products.
Responsibilities
Conduct end-to-end analyses from data requirement gathering in addition to data processing and modeling.
Architect data and modeling pipelines.
Partner with cross-functional teams to identify new opportunities requiring the use of modern analytical and modeling techniques.
Utilize data science techniques to design algorithms for outlier detection, recommendation engines and reinforcement learning.
Use existing insights and develop new strategies to drive the product strategy.
Minimum Qualifications
Masters in Mathematics, Physics, Computer Science, or another technical field.
Demonstrated experience with Python and SQL.
Demonstrated experience in machine learning tools such as Tensorflow or sklearn.
5+ year of direct industry work experience in one or more of the following areas: data science, data analytics or data engineering.
5+ year experience with statistics and probability, particularly their application in systems analysis and operations research.
Preferred Qualifications
Prior experience with big data technologies such as Hadoop or Spark.
Demonstrated experience designing and building new ideas, working closely with technical teams from concept generation through implementation.
Ph.D.‍ in Engineering, Mathematics, Computer Science, or another technical field.
Experience working in a startup, retail, digital advertising, or e-commerce environment.
Stackline is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.",3.8,"Stackline
3.8","Seattle, WA","Seattle, WA",51 to 200 employees,2014,Private Practice / Firm,IT Services,Information Technology,Unknown / Non-Applicable,-1
22,Data Scientist,$88K-$99K (Glassdoor Est.),"Role Data Scientist Location Redmond, WA Duration 6+ Months Must Have PhD or a post doc degrees Job Description Have an ability to mine data sets with Cosmos, Hadoop or Spark like technologies Transform data into innovative featuressignals that can improve a machine-learning task Build machine learning models and evaluating their quality on real life scenarios Prototype new approaches and develop new algorithms using ML techniques Work with other data scientists, engineers, UX experts to deliver a robust solution to the customer Have an ability to self-learn new techniques from textbooks and research papers Never compromise on engineering excellence and delivering quality at scale Qualifications PHD in Computer Science, Engineering, Applied Mathematics, Statistics, or related fields 3+ years of experience (or research projects in lieu of industry experience) in the areas of data science, machine learning, information retrieval, especially natural language processing Experienced with DNN, RNN or CNN Have AI, Machining learning related publications is a plus Proficiency and demonstrable skills using statistical or machine learning programming languages and packages (PythonR etc.) Demonstrable skills and experience using SQL or NoSQL data stores Excellent verbal and written communication skills",4.4,"Pactera Technology NA, Inc.
4.4","Redmond, WA","Beijing, China",10000+ employees,1995,Company - Private,IT Services,Information Technology,₹50 to ₹100 billion (INR),"Infosys, EPAM, Accenture"
23,"Data Scientist, Relevancy Ranking Algorithms - 6 Month Contract Position",$88K-$99K (Glassdoor Est.),"Help us move the world with images!
Getty is embarking on its next wave of innovation in visual storytelling and how to put the perfect image or video in our customer’s hands, be it for a society-changing headline or a brand’s next big campaign—truly moving the world with images.

Getty Images is the most trusted and esteemed source of visual content in the world, with over 200 million assets available through its industry-leading sites www.gettyimages.com and www.istock.com. The Getty Images website serves creative, business and media customers in almost 200 countries and is the first place people turn to discover, purchase and share powerful content from the world's best photographers and videographers.

Getty Images works with over 200,000 contributors and hundreds of image partners to provide comprehensive coverage of more than 130,000 news, sport and entertainment events, impactful creative imagery to communicate any commercial concept and the world's deepest digital archive of historic photography.

Getty Images is the starting point for our customers imagery search. Customers are confident that they are going directly to the best source of content, and that Getty's search engine will surface only the most relevant content to them and have the tools they need to refine and explore creatively.

Our customers will be able to communicate effortlessly with Getty Images, in their quest to find the right imagery. Using text, voice, or visual channels, they will have the ability to describe their content needs creatively and thoroughly. Getty Images' search will eliminate the barrier that exists between a creative art director and a technical researcher.

Help us move the world with images!

Getty is embarking on its next wave of innovation in visual storytelling and how to put the perfect image or video in our customer’s hands, be it for a society-changing headline or a brand’s next big campaign—truly moving the world with images.

We are looking for an experienced Data Scientist with expertise in ranking algorithms (search, recommendations, and/or newsfeeds) to join our AI/ML Team to research, experiment, and introduce new machine learned ranking models to Getty’s search experience. You will have a direct impact on the Search and Browse paths for millions of customers and drive key conversion metrics.

You’ll have access to a growing, rich dataset of the most trusted, esteemed, and diverse visual content in the world with over 250 million award-winning images and videos encompassing the latest global news coverage from red carpet events to football stadiums to conflict zones; exclusive conceptual creative images; and the world’s largest commercial archive. With a global presence, our search interaction data comes from over 50 million unique visitors a quarter from almost every country in the world.
What you’ll be doing:
Research and build machine learning algorithms for search ranking leveraging our images, metadata, and/or customer interactions to significantly improve our customer’s image/video finding and discovery experiences.
Recommend changes to our search ranking strategy presented in a clear manner to team members and leadership
Develop and implement online and offline testing and validation methodologies
Partner closely with other data scientists, data engineers, machine learning engineers, and search engineers to implement and deploy new ranking algorithms in production
Collaborate closely with product, search engineering, and data science leaders
Share your expertise by mentoring others on the team
We’d love to hear from you if:
Proven experience building and validating ranking, recommendation, and/or newsfeed algorithms for customer-facing products.
A strong understanding of the real-world advantages and drawbacks of various ranking algorithms and measures of success.
Hands-on experience with accessing data, Python, machine learning libraries, and deep learning libraries (ex: scikit-learn, numpy, pandas, scipy, tensorflow, SQL, hive, spark, etc.). Nice-to-have: experience with search technologies such as SOLR, Learn-to-rank, and nearest neighbor maps of deep learned embeddings (ex: FAISS).
You write clean, understandable code that follows best practices, is well-documented, and build easily reproducible models
You are excited to dig into the context in which data was generated to consider biases that may exist in the data, and make appropriate considerations in developing solutions
Excellent communication skills. You are a good listener open to many diverse voices and perspectives. You are transparent, trustworthy, and honest.
Ability to independently execute on a project, from ideation to testing to delivery, and can pro-actively interact with other engineers to access necessary resources or data.

Education Requirements:

A Ph.D. or MS in Computer Science, Statistics, Data Science, Mathematics, Economics/Sconometrics, Sociology, Natural Sciences or any other equivalent quantitative field is preferred.
If you are self-taught and believe you are a good fit for this role, or have significant work experience, we would love to hear from you as well.
Visit Getty Images at www.gettyimages.com to learn more about how the company is advancing the unique role of still and moving imagery in communication and business, and enabling creative ideas to come to life. For company news and announcements, visit our Press Room, and for the stories and inspiration behind our content, visit Stories & Trends. Find Getty Images on Facebook, Twitter, Instagram, LinkedIn, Pinterest and Tumblr, or download the Getty Images app where you can explore, save and share the world's best imagery.

Getty Images is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. Getty Images believes that diversity is critical to our success in moving the world with images and is committed to creating an inclusive, mutually respectful environment which celebrates diversity. We seek to hire on the basis of merit, competence, performance, and business needs.",2.9,"Getty Images
2.9","Seattle, WA","Seattle, WA",1001 to 5000 employees,1995,Company - Private,Photography,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,"Adobe, Shutterstock"
24,Sr Data Scientist (Remote OR NYC) (REMOTE),$88K-$99K (Glassdoor Est.),"At Noom, we use scientifically proven methods to help our users create healthier lifestyles, and manage important conditions like Type-II Diabetes, Obesity, and Hypertension. Our Engineering team is at the forefront of this challenge, solving complex technical and UX problems on our mobile apps that center around habits, behavior, and lifestyle.

We are looking for a Data Scientist to join our Data team and help us ensure that we apply the best approaches to data analysis and research, artificial intelligence, and machine learning.

What You’ll Like About Us
We work on problems that affect the lives of real people. Our users depend on us to make positive changes to their health and their lives.
We base our work on scientifically-proven, peer-reviewed methodologies that are designed by medical professionals.
We are a data-driven company through and through.
We’re a respectful, diverse, and dynamic environment in which Engineering is a first-class citizen, and where you’ll be able to work on a variety of interesting problems that affect the lives of real people.
We offer a generous budget for personal development expenses like training courses, conferences, and books.
You’ll get three weeks’ paid vacation and a flexible work policy that is remote- and family-friendly (about 50% of our engineering team is fully remote). We worry about results, not time spent in seats.
Delicious (and nutritious) daily lunches and snacks prepared by Sam, our NYC office on-site chef.
What We’ll Like About You
You have 4+ years of experience as a Data Scientist in a similarly-sized organization, with a proven record of analysis and research that positively impacts your team.
You have a superior knowledge of statistical analysis methods, such as input selection, logistic and standard regression, random forests, etc.
You have extensive experience with pandas, numpy, and sklearn. Experience with deep learning frameworks (TensorFlow, Keras, PyTorch, or similar) is a plus
You are capable of working with engineers to build an actual production system that uses machine learning and artificial intelligence. We don’t expect you to write production-quality code, but you should have some programming experience.
You are comfortable with at least “medium data” technologies and how to transcend the “memory bound” nature of most analytics tools.
You possess excellent SQL/relational algebra skills, ideally with at least a basic knowledge of how different types of databases (e.g.: column vs row storage) work.
You possess excellent communication skills and the ability to clearly communicate technical concepts to a non-technical audience.",4.4,"Noom
4.4","Seattle, WA","New York, NY",1001 to 5000 employees,2008,Company - Private,"Health, Beauty & Fitness",Consumer Services,Unknown / Non-Applicable,-1
25,"Data Scientist, Infrastructure",$88K-$99K (Glassdoor Est.),"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.The Infrastructure Strategy group is responsible for the strategic analysis to support and enable the continued growth critical to Facebooks infrastructure organization. The ideal candidate will be passionate about Facebook, have strong analytical and modeling aptitude and has experience using data to drive cost effective decision making.

Responsibilities:

Leverage data and business principles to solve large-scale web, mobile and data infrastructure problems.
Work cross-functionally to define problem statements, collect data, build analytical models and make recommendations.
Build and maintain data driven optimization models, experiments, forecasting algorithms, and machine learning models.
Leverage tools like Python, R, Hadoop & SQL to drive efficient analytics.
Communicate final recommendations and drive decision making.
Mininum Qualifications:

Degree in quantitative field (e.g. Computer Science, Engineering, Mathematics, Statistics, Operations Research or other related field)
2+ years of industry or graduate research experience solving analytical problems and building models using quantitative, statistical or machine learning approaches
Experience with Machine Learning, Statistics, or other data analysis tools and techniques
Experience performing data extraction, cleaning, analysis and presentation for medium to large datasets
Experience with at least one programming language (i.e. Python, R, Java, or C++)
Experience writing SQL queries
Experience with scientific computing and analysis packages such as NumPy, SciPy, Pandas, Scikit-learn, dplyr, or ggplot2
Experience with statistics methods such as forecasting, time series, hypothesis testing, classification, clustering or regression analysis
Experience with data visualization libraries such as Matplotlib, Pyplot, ggplot2
Experience with machine learning libraries and packages such as PyTorch, Caffe2, TensorFlow, Keras or Theano
Preferred Qualifications:

Advanced degree (Masters or PhD) in quantitative field
Experience working with distributed computing tools (Hadoop, Hive, Spark, etc.)
Proficiency in algorithmic complexity
Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.

Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com.",4.4,"Facebook
4.4","Bellevue, WA","Menlo Park, CA",10000+ employees,2004,Company - Public,Internet,Information Technology,₹500+ billion (INR),"Google, Microsoft, Apple"
26,Data Scientist,$88K-$99K (Glassdoor Est.),"Job Description
Need Profiles on below requirement.
NO OPT CPT
Locals ONLY
Skill Matrix Mandatory
Rate Range.
Should have MUST HAVE SKILLS.
Data Scientist

Seattle, WA

$55/hr on C2C

NO OPT CPT pls. LOCALS ONLY

Job Description for Data Scientist
8+ years of experience as a data scientist.
Strong skills for mining data, assessing the accuracy and insights from new data sources.
Work with stakeholders to understand data challenges and opportunities
Experience building Machine Learning models for predictive analytics, and NLP.
Understanding of Deep Learning models is a plus
Experience with SQL
Master in Statistics, Computer Science, or other STEM field. Ph.D. is a plus.
Knowledge of advanced statistics and hypothesis testing
Python, Pandas, Numpy, Scikit coding skills
Data visualization with Matplotlib, and Seaborn
Experience with at least one cloud data technology GCP, AWS, Azure
Experience with Spark, and Hadoop is a plus.
Effective at telling stories with data.
Excellent written and verbal communication skills
Creative drive to try data tools, and explore and discover insights from data
NLP experience is MUST
Sl.No

Skill

Years Of Experience

1

DATA SCIENTIST

2

NLP

SQL

CLOUD(GCP, AWS, Azure)",3.8,"Vastika.
3.8","Seattle, WA","Irving, TX",1 to 50 employees,-1,Company - Private,"Health, Beauty & Fitness",Consumer Services,₹50 to ₹100 million (INR),-1
27,Data Scientist,$88K-$99K (Glassdoor Est.),"Top 3 Skills:
Python
Advanced Knowledge of Machine Learning algorithms ( especially Anomaly detection and time series)
Deep learning experience
Very good with data wrangling and manipulation
Â

Job Description:
Advanced understanding of probability, statistics, machine learning, data science
Expertise in data correlation/feature analysis, analysis of machine learning models, and optimizing models for accuracy
Proficiency in transforming and cleaning data & working across multiple models
Ability to research and manipulate complex and large data sets (both distributed and non-distributed)
Strong fundamentals in problem solving, algorithm design, and model building
Ability to solve complex business problem through a blend of logical and creative thinking
Strong communication skills with excellent ability to synthesize complex information
Code writing capability in Python and familiarity with relevant ML packages
Familiarity with libraries such as Pandas, Scikit-learn etc.
Deep learning experience - added advantage
Â

Experience: 5+ Years Mandatory

Education: Master's degree or higher in Computer Science, Data Science, Engineering, Math, Applied Statistics, or related field.",3.5,"Themesoft Inc
3.5","Redmond, WA","Plano, TX",51 to 200 employees,2004,Company - Private,IT Services,Information Technology,₹5 to ₹10 billion (INR),-1
28,Data Scientist,$88K-$99K (Glassdoor Est.),"• Be one of the first to join our rapidly growing, well-funded startup in Downtown Seattle
• Apply Data Science best-practices to reducing the cost and ecological impact of food waste
• Make a big contribution across our entire product in this small, passionate team

At Shelf Engine, we’re harnessing the power of AI to provide real-time, intelligent forecasting for food retailers like grocery stores, food service, and cafes across the United States. We’re able to drastically reduce the amount of shrink (food waste) which in turn drives profit for retailers, lowers costs for consumers, and reduces the ecological impact of waste. We’re using technology to solve a globally-relevant problem that both creates a positive environmental impact and an exciting (and potentially massive) commercial opportunity.

We are hiring a Data Scientist to join our growing Engineering and Data team. You will be spearheading projects across the organization to determine what data we collect and how, and which other sources we passively utilize to improve our day to day business processes. Your background in mathematics and business logic will directly impact the accuracy of our forecasting, striking a fine balance between reducing customers food waste, and avoiding understocking situations. Help us solve critical problems related to the following areas: time-series, demand forecasting, continuous models, feature/trend analysis, and probability distributions.
As a Data Scientist at Shelf Engine, you will:
Work cross-functionally (e.g. Product, Engineering, Operations, etc) to frame problems, both mathematically and within the business context; to measure and optimize products and business processes; to identify opportunities, assess risk potentials and explain trends; to drive customer adoption and revenue growth
Own the end-to-end experience with data, including querying, aggregation, deep analysis, visualization and models; presenting findings/actionable insights to internal and external stakeholders
Design, analyze, and run both simulated and live experiments (A/B and multivariate tests) to drive KPI improvement
Continuously improve the quality and accessibility of our analytical capabilities and framework as well as data reporting infrastructure
Assist in data requirements gathering and data validations to improve data platforms
And we think you would make a great Data Scientist if you:
Have a Masters degree in a related quantitative field (Computer Science, Math, Statistics, Engineering, Physics, Economics)
Bring 4+ years of relevant working experience in a similar role, preferably with specific experience in the domain of time series demand or other forecasting
Have production-level experience with data querying languages (e.g. SQL), scripting languages (e.g. Python), and statistical/mathematical programming languages (e.g. R, Matlab)
Expertise with statistical analysis, applying various machine learning techniques, especially predictive modeling, to solve business problems
Bring a proven ability to think creatively, solve problems, learn quickly, work independently, handle ambiguity, and adapt to change in a fast-paced environment
Excellent written, verbal, and interpersonal communication and presentation skills
About Us:
At Shelf Engine, you will join a small, powerful Product team that’s hungry for change in an untapped industry. Our founders are well versed in the food industry, and have successfully built Product and Engineering teams. We’re not only solving complex technical problems at scale, but tackling key initiatives with large environmental impacts a well. We're a tight-knit and passionate team, determined to disrupt an industry with wide-ranging impact, and creating a significant commercial opportunity.

We’re looking to add you - a Data Scientist who is passionate about marketplaces, demand forecasting, and reducing waste! APPLY NOW and get in early on a team that's changing food distribution for the better, or learn more about us at http://shelfengine.com

Shelf Engine is an equal opportunity employer and do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",5.0,"Shelf Engine
5.0","Seattle, WA","Seattle, WA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
